source_id,pull_date,file_role,row_count,raw_path,status,query_url
dob_now_build_job_filings,20260710,initial_new_building_filings_2016_2026,9193,../../../data_raw/dob_now_build_job_filings/20260710/dob_now_new_building_initial_filings_2016_2026.csv,already_present,https://data.cityofnewyork.us/resource/w9ak-ipjd.csv?$select=job_filing_number%2Cfiling_status%2Chouse_no%2Cstreet_name%2Cborough%2Cblock%2Clot%2Cbin%2Ccommmunity_board%2Capplicant_professional_title%2Capplicant_license%2Capplicant_first_name%2Capplicants_middle_initial%2Capplicant_last_name%2Capplicant_business_name%2Cowner_s_business_name%2Cowner_first_name%2Cowner_last_name%2Cowner_type%2Cinitial_cost%2Ctotal_construction_floor_area%2Cbuilding_type%2Cexisting_stories%2Cexisting_height%2Cexisting_dwelling_units%2Cproposed_no_of_stories%2Cproposed_height%2Cproposed_dwelling_units%2Cfiling_date%2Ccurrent_status_date%2Cfirst_permit_date%2Capproved_date%2Csignoff_date%2Cjob_type%2Clatitude%2Clongitude%2Cpostcode%2Ccouncil_district%2Ccensus_tract%2Cbbl%2Cnta%2Cjob_description%2Cfiling_review_type&$where=job_type%3D%27New%20Building%27%20and%20job_filing_number%20like%20%27%25-I1%27%20and%20filing_date%20%3E%3D%20%272016-01-01T00%3A00%3A00.000%27%20and%20filing_date%20%3C%20%272027-01-01T00%3A00%3A00.000%27&$order=filing_date%2Cjob_filing_number&$limit=50000
dob_now_build_job_filings,20260710,new_building_amendments_2024_2026,28681,../../../data_raw/dob_now_build_job_filings/20260710/dob_now_new_building_amendments_2024_2026.csv,already_present,https://data.cityofnewyork.us/resource/w9ak-ipjd.csv?$select=job_filing_number%2Cfiling_status%2Chouse_no%2Cstreet_name%2Cborough%2Cblock%2Clot%2Cbin%2Ccommmunity_board%2Capplicant_professional_title%2Capplicant_license%2Capplicant_first_name%2Capplicants_middle_initial%2Capplicant_last_name%2Capplicant_business_name%2Cowner_s_business_name%2Cowner_first_name%2Cowner_last_name%2Cowner_type%2Cinitial_cost%2Ctotal_construction_floor_area%2Cbuilding_type%2Cexisting_stories%2Cexisting_height%2Cexisting_dwelling_units%2Cproposed_no_of_stories%2Cproposed_height%2Cproposed_dwelling_units%2Cfiling_date%2Ccurrent_status_date%2Cfirst_permit_date%2Capproved_date%2Csignoff_date%2Cjob_type%2Clatitude%2Clongitude%2Cpostcode%2Ccouncil_district%2Ccensus_tract%2Cbbl%2Cnta%2Cjob_description%2Cfiling_review_type&$where=job_type%3D%27New%20Building%27%20and%20job_filing_number%20not%20like%20%27%25-I1%27%20and%20filing_date%20%3E%3D%20%272024-01-01T00%3A00%3A00.000%27%20and%20filing_date%20%3C%20%272027-01-01T00%3A00%3A00.000%27&$order=filing_date%2Cjob_filing_number&$limit=50000
