file,publisher,url,accessed_date,sha256,bytes
dob_now_q01263805.json,NYC Open Data (DOB or ACRIS),https://data.cityofnewyork.us/resource/w9ak-ipjd.json?job_filing_number=Q01263805-I1,2026-09-22,2f37c2cb429d14184cf9ac0ec01380075f599bdbc815dde8932cce6db5544306,3069
dob_bis_420666363.json,NYC Open Data (DOB or ACRIS),https://data.cityofnewyork.us/resource/ic3t-wcy2.json?job__=420666363,2026-09-22,b9188144761b78a76b892fc3fe30d42dae95beb450903e0f1bccf72114961330,8043
dob_now_q00253955.json,NYC Open Data (DOB or ACRIS),https://data.cityofnewyork.us/resource/w9ak-ipjd.json?%24where=job_filing_number%20like%20%27Q00253955%25%27&%24limit=20,2026-09-22,164aa9e40427605509c813e59e184a644314cbd089dd540513d58b11b0e7ea63,2678
acris_legal_block428lot1.json,NYC Open Data (DOB or ACRIS),https://data.cityofnewyork.us/resource/8h5j-fqxa.json?borough=4&block=428&lot=1&%24where=document_id%3E%3D%272024010100000000%27&%24limit=200,2026-09-22,fa63a2e9c03a5cd3c010ca903c996aadb4936f64dc06ece3493a9d5b539a0cae,5611
acris_master_2024.json,NYC Open Data (DOB or ACRIS),"https://data.cityofnewyork.us/resource/bnx9-e6tj.json?%24where=document_id%20in(%272024030300037001%27,%272024030300037002%27,%272024030300037003%27,%272024030700123001%27,%272024030700123002%27)&%24limit=100",2026-09-22,0dbfa9c1848fd49e1c14258bb8bec72b75cbe0743473fefd7d43988b058c3490,1904
dof_map_2008.pdf,NYC Department of Finance,https://propertyinformationportal.nyc.gov/pdf/home/index/map_library/40042820081207105706,2026-09-22,899d1348435c6a9193ad1868abb7e60571ff680e403886751a6f93c8dd8028e0,143006
dof_map_2021.pdf,NYC Department of Finance,https://propertyinformationportal.nyc.gov/pdf/home/index/map_library/40042820210609123051,2026-09-22,c9d72bf480218cb0deb54c1cf59cd69564952aa5845e6169a697fc33d6096a43,156481
