sample,parent_id,unresolved,status
historical,historical__Q08026754,TRUE,Shared earlier land or other filing
historical,historical__Q08031880,FALSE,Supported by available parcel and filing checks
historical,historical__Q08032504,FALSE,Supported by available parcel and filing checks
historical,historical__S00563710,TRUE,Partial earlier parcels require allocation
historical,historical__S00661600,FALSE,Supported by available parcel and filing checks
historical,historical__X00489843,FALSE,Supported by available parcel and filing checks
historical,historical__X00493694,FALSE,Supported by available parcel and filing checks
historical,historical__X00493806,FALSE,Supported by available parcel and filing checks
historical,historical__X00515857,FALSE,Supported by available parcel and filing checks
historical,historical__X00521651,FALSE,Supported by available parcel and filing checks
historical,historical__X00526919,FALSE,Supported by available parcel and filing checks
historical,historical__X00538598,FALSE,Supported by available parcel and filing checks
historical,historical__X00541811,FALSE,Supported by available parcel and filing checks
historical,historical__X00544328,FALSE,Supported by available parcel and filing checks
historical,historical__X00546413,FALSE,Supported by available parcel and filing checks
historical,historical__X00552335,FALSE,Supported by available parcel and filing checks
historical,historical__X00554868,TRUE,Partial earlier parcels require allocation
historical,historical__X00561795,FALSE,Supported by available parcel and filing checks
historical,historical__X00562360,TRUE,Partial earlier parcels require allocation
historical,historical__X00586599,FALSE,Supported by available parcel and filing checks
historical,historical__X00587608,TRUE,Partial earlier parcels require allocation
historical,historical__X00588660,FALSE,Supported by available parcel and filing checks
historical,historical__X00599800,FALSE,Supported by available parcel and filing checks
historical,historical__X00602987,TRUE,Shared earlier land or other filing
historical,historical__X00619862,TRUE,Partial earlier parcels require allocation
historical,historical__X00622829,FALSE,Supported by available parcel and filing checks
historical,historical__X00627045,FALSE,Supported by available parcel and filing checks
historical,historical__X00628306,FALSE,Supported by available parcel and filing checks
historical,historical__X00633905,FALSE,Supported by available parcel and filing checks
historical,historical__X00634103,FALSE,Supported by available parcel and filing checks
historical,historical__X00634339,FALSE,Supported by available parcel and filing checks
historical,historical__X00636463,FALSE,Supported by available parcel and filing checks
historical,historical__X00640159,FALSE,Supported by available parcel and filing checks
historical,historical__X00640964,FALSE,Supported by available parcel and filing checks
historical,historical__X00643054,FALSE,Supported by available parcel and filing checks
historical,historical__X00643715,FALSE,Supported by available parcel and filing checks
historical,historical__X00643959,TRUE,Partial earlier parcels require allocation
historical,historical__X00648530,FALSE,Supported by available parcel and filing checks
historical,historical__X00649440,FALSE,Supported by available parcel and filing checks
historical,historical__X00652159,FALSE,Supported by available parcel and filing checks
historical,historical__X00657730,FALSE,Supported by available parcel and filing checks
historical,historical__X00666215,FALSE,Supported by available parcel and filing checks
historical,historical__X00678791,FALSE,Supported by available parcel and filing checks
historical,historical__X00678814,FALSE,Supported by available parcel and filing checks
historical,historical__X00679772,FALSE,Supported by available parcel and filing checks
historical,historical__X00682437,TRUE,Missing later parcel map
historical,historical__X00685698,FALSE,Supported by available parcel and filing checks
historical,historical__X00687757,TRUE,Partial earlier parcels require allocation
historical,historical__X00692593,FALSE,Supported by available parcel and filing checks
historical,historical__X00693416,FALSE,Supported by available parcel and filing checks
historical,historical__X00693446,FALSE,Supported by available parcel and filing checks
historical,historical__X00694049,FALSE,Supported by available parcel and filing checks
historical,historical__X00695344,TRUE,Partial earlier parcels require allocation
historical,historical__X00695405,FALSE,Supported by available parcel and filing checks
historical,historical__X00696576,TRUE,Partial earlier parcels require allocation
historical,historical__X00702588,TRUE,Partial earlier parcels require allocation
historical,historical__X00705496,TRUE,Partial earlier parcels require allocation
historical,historical__X00706075,FALSE,Supported by available parcel and filing checks
historical,historical__X00707697,FALSE,Supported by available parcel and filing checks
historical,historical__X00709422,FALSE,Supported by available parcel and filing checks
historical,historical__X00710266,FALSE,Supported by available parcel and filing checks
historical,historical__X00716620,FALSE,Supported by available parcel and filing checks
historical,historical__X00718144,FALSE,Supported by available parcel and filing checks
historical,historical__X00718663,FALSE,Supported by available parcel and filing checks
historical,historical__X00719684,FALSE,Supported by available parcel and filing checks
historical,historical__X00727101,FALSE,Supported by available parcel and filing checks
historical,historical__X00729880,FALSE,Supported by available parcel and filing checks
historical,historical__X00735128,FALSE,Supported by available parcel and filing checks
historical,historical__X00741218,FALSE,Supported by available parcel and filing checks
historical,historical__X00750809,FALSE,Supported by available parcel and filing checks
historical,historical__X00757318,FALSE,Supported by available parcel and filing checks
historical,historical__X00787559,FALSE,Supported by available parcel and filing checks
historical,historical__X00791429,FALSE,Supported by available parcel and filing checks
historical,historical__X08006238,FALSE,Supported by available parcel and filing checks
historical,historical__X08006985,FALSE,Supported by available parcel and filing checks
historical,historical__X08011125,FALSE,Supported by available parcel and filing checks
historical,historical__X08011205,FALSE,Supported by available parcel and filing checks
historical,historical__X08028724,TRUE,Shared earlier land or other filing
historical,historical__X08043433,TRUE,Shared earlier land or other filing
historical,historical__X08045113,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B00738795-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01019417-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01151476-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01166776-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01167646-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01169429-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01170890-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01172199-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01174267-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01176928-I1,TRUE,Partial earlier parcels require allocation
post_policy,post_policy__B01192946-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01196476-I1,TRUE,Partial earlier parcels require allocation
post_policy,post_policy__B01203284-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01204032-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01206874-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01208799-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01225073-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01225983-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01229088-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01234480-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01246023-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01246098-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01249173-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01249710-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01252041-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01253556-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01255387-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01256572-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01268437-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01268544-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01271705-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01271979-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01276224-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01278364-I1,TRUE,Missing later parcel map
post_policy,post_policy__B01278555-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01280400-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01283545-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01297622-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01297629-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01297948-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01305637-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01312761-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01315432-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01316595-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01318629-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01320823-I1,TRUE,Shared earlier land or other filing
post_policy,post_policy__B01320997-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01322526-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01325937-I1,TRUE,Missing later parcel map
post_policy,post_policy__B01325938-I1,TRUE,Parent membership review or implementation pending
post_policy,post_policy__B01327122-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01327155-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01327164-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01327363-I1,TRUE,Shared earlier land or other filing
post_policy,post_policy__B01328056-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01328440-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01330190-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01331189-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01332121-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01332608-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01339874-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01341355-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01342709-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01348174-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01348242-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01348392-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01348890-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01349788-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01350570-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01352178-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01352714-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01354779-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01357632-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01358527-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01362967-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01367848-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01373413-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01373493-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01373634-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01374856-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01375530-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01376426-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01376613-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01377452-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01379089-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01379434-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01379437-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01381870-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01390326-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01391270-I1,TRUE,Shared earlier land or other filing
post_policy,post_policy__B01399120-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01400199-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01408961-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01409426-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01415308-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__B01422332-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01153465-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01155663-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01189399-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01231645-I1,TRUE,Source or reference-date disagreement
post_policy,post_policy__M01241552-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01243425-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01257465-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01268347-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01270610-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01273621-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01274493-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01280065-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01301888-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01305839-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01306253-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01318466-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01323220-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01325392-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01335408-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01335998-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01339025-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01352841-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01361353-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01363005-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01363035-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01370073-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01370578-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01372322-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01373193-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01376293-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01377138-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01382130-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01393124-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__M01400243-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01025398-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01111758-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01117795-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01150703-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01150733-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01157077-I1,TRUE,Partial earlier parcels require allocation
post_policy,post_policy__Q01177691-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01183635-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01189789-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01196791-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01197853-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01203592-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01206649-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01207697-I1,TRUE,Missing later parcel map
post_policy,post_policy__Q01223823-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01226562-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01228195-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01228656-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01233524-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01234060-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01242193-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01243880-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01246536-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01254595-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01261008-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01261189-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01263805-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01274353-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01275550-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01275800-I1,TRUE,Missing later parcel map
post_policy,post_policy__Q01278129-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01283772-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01288509-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01289631-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01289649-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01297449-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01301298-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01311038-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01314166-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01317360-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01331303-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01332495-I1,TRUE,Source or reference-date disagreement
post_policy,post_policy__Q01332573-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01334547-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01335532-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01337462-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01338971-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01339840-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01348692-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01350371-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01351121-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01358193-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01359877-I1,TRUE,Other filing in transaction envelope
post_policy,post_policy__Q01360550-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01366543-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01367014-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01372263-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01375903-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01376570-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01377260-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01386972-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01388823-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01389162-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01395583-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01412354-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01415856-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__Q01421621-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__S01328926-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__S01330466-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X00932163-I1,TRUE,Partial earlier parcels require allocation
post_policy,post_policy__X00945951-I1,TRUE,Partial earlier parcels require allocation
post_policy,post_policy__X01059040-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01089171-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01129499-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01150556-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01150557-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01150558-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01157279-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01166460-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01169727-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01171565-I1,TRUE,Source or reference-date disagreement
post_policy,post_policy__X01177042-I1,TRUE,Partial earlier parcels require allocation
post_policy,post_policy__X01178424-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01186318-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01187721-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01190590-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01193962-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01194154-I1,TRUE,Partial earlier parcels require allocation
post_policy,post_policy__X01194388-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01197447-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01199827-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01201390-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01201502-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01202004-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01202216-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01206249-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01207746-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01212075-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01213692-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01219259-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01220923-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01221313-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01222893-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01223342-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01225221-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01229428-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01233373-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01235438-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01238419-I1,TRUE,Partial earlier parcels require allocation
post_policy,post_policy__X01239762-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01250288-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01250398-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01250967-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01252512-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01252547-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01252589-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01252694-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01252745-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01253814-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01255412-I1,TRUE,Missing later parcel map
post_policy,post_policy__X01257696-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01261535-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01262505-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01265022-I1,TRUE,Partial earlier parcels require allocation
post_policy,post_policy__X01270754-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01273997-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01275600-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01276512-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01293675-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01294705-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01297411-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01298827-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01298990-I1,TRUE,Other filing in transaction envelope
post_policy,post_policy__X01306345-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01306444-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01321206-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01323307-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01323712-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01330109-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01337054-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01338717-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01341100-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01342626-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01345266-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01346560-I1,TRUE,Shared earlier land or other filing
post_policy,post_policy__X01347911-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01350003-I1,TRUE,Partial earlier parcels require allocation
post_policy,post_policy__X01351386-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01352893-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01353032-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01353589-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01354549-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01357581-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01363016-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01368451-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01374198-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01375075-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01376382-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01377488-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01378792-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01379161-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01380303-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01380511-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01380721-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01380790-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01380803-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01384861-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01386026-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01387133-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01392564-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01393299-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01399986-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01401011-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01408506-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01408773-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01410192-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01415890-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01416342-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01417499-I1,FALSE,Supported by available parcel and filing checks
post_policy,post_policy__X01418945-I1,FALSE,Supported by available parcel and filing checks
