sample,parent_id,parent_total_units,n_components,included_ab,composition_eligible,lot_area_sqft,residential_far,built_far
historical,historical__321588956,7,1,FALSE,TRUE,2033,2.43,0
historical,historical__321588965,14,1,TRUE,TRUE,4667,2,0.7
historical,historical__321588983,46,1,TRUE,TRUE,6474,3.4400000000000004,0.79
historical,historical__321588992,10,1,TRUE,TRUE,3500,2.43,0.53
historical,historical__321589116,19,1,FALSE,TRUE,10028,2.43,0
historical,historical__321589125,57,1,TRUE,TRUE,8102,4,0.43
historical,historical__321589134,376,1,TRUE,TRUE,47643,5,0
historical,historical__321589410,8,1,FALSE,TRUE,3835,3,1.41
historical,historical__321589474,8,1,FALSE,TRUE,4000,2.43,0
historical,historical__321589483,10,1,FALSE,TRUE,5000,2,1
historical,historical__321589624,10,1,TRUE,TRUE,2700,2.43,0.94
historical,historical__321589642,8,1,TRUE,TRUE,7500,2.43,0
historical,historical__321589688,8,1,TRUE,TRUE,7500,2.43,0
historical,historical__321589697,8,1,TRUE,TRUE,7500,2.43,0
historical,historical__321589704,374,1,TRUE,TRUE,44599,2.43,0
historical,historical__321589713,121,1,TRUE,TRUE,1667,3,0
historical,historical__321589722,57,1,TRUE,TRUE,13867,3,1
historical,historical__321589731,12,1,TRUE,TRUE,2700,2.43,0.66
historical,historical__321589740,13,2,TRUE,FALSE,4000,2.43,0.5
historical,historical__321589786,16,1,TRUE,TRUE,3588,2.43,0.64
historical,historical__321589802,6,1,FALSE,TRUE,2000,2,0
historical,historical__321589839,10,1,TRUE,TRUE,1875,2.43,1.5
historical,historical__321589857,8,1,TRUE,TRUE,2700,2.43,1.22
historical,historical__321589884,58,1,TRUE,TRUE,19991,2,0
historical,historical__321589893,49,1,TRUE,TRUE,9800,2.43,0.19
historical,historical__321589991,7,1,TRUE,TRUE,2500,2,0.6
historical,historical__321590060,45,1,FALSE,TRUE,1954,2.43,0
historical,historical__321590113,569,1,TRUE,TRUE,16600,10,3.73
historical,historical__321590177,22,1,TRUE,TRUE,1481,1.25,0
historical,historical__321590186,10,1,TRUE,TRUE,6590,2.43,0.83
historical,historical__321590275,15,1,TRUE,TRUE,10000,2,0.82
historical,historical__321590293,71,1,TRUE,TRUE,95000,3,1.3
historical,historical__321590300,7,1,FALSE,TRUE,2500,2,0
historical,historical__321590319,28,1,TRUE,TRUE,6333,3,0.26
historical,historical__321590328,175,1,TRUE,TRUE,23119,4,1
historical,historical__321590337,45,1,FALSE,TRUE,3883,3,0
historical,historical__321590346,143,1,TRUE,TRUE,20000,3,0
historical,historical__321590382,62,1,TRUE,TRUE,7500,2.43,0
historical,historical__321590435,12,1,FALSE,TRUE,6170,2,0
historical,historical__321590444,37,1,FALSE,TRUE,2492,3,0
historical,historical__321590453,23,2,FALSE,TRUE,4095,2,0
historical,historical__321590532,682,1,TRUE,TRUE,122384,0,0
historical,historical__321590541,46,1,TRUE,TRUE,10000,2.43,0
historical,historical__321590578,10,1,FALSE,TRUE,2250,2,0
historical,historical__321590649,93,1,FALSE,TRUE,496775,2.43,1.68
historical,historical__321590701,8,1,TRUE,TRUE,3000,2.43,0
historical,historical__321590747,10,1,FALSE,TRUE,2000,3,0
historical,historical__321590756,10,1,FALSE,TRUE,2000,3,0
historical,historical__321590765,13,1,FALSE,TRUE,3060,4.2,0
historical,historical__321590854,8,1,TRUE,TRUE,2500,2,0.84
historical,historical__321590907,6,1,TRUE,TRUE,4100,2.43,0.62
historical,historical__321590989,22,1,TRUE,TRUE,4040,3.44,0
historical,historical__321591050,7,1,TRUE,TRUE,9800,2.43,0.19
historical,historical__321591755,21,1,TRUE,TRUE,2058,4,0
historical,historical__321591782,6,1,FALSE,TRUE,2500,1.35,0
historical,historical__321591817,16,1,TRUE,TRUE,3597,2.43,0
historical,historical__321591862,10,1,TRUE,TRUE,1667,2.43,0
historical,historical__321591871,10,1,TRUE,TRUE,2500,4,0.56
historical,historical__321591899,7,1,TRUE,TRUE,4100,2.43,0.62
historical,historical__321591933,7,1,TRUE,TRUE,1833,2,1.2
historical,historical__321591988,23,1,FALSE,TRUE,2149,3,0
historical,historical__321592059,30,1,TRUE,TRUE,1745,6.02,2.17
historical,historical__321592095,8,1,TRUE,TRUE,3850,3,0.51
historical,historical__321592102,8,1,TRUE,TRUE,3850,3,0.51
historical,historical__321592139,13,1,TRUE,TRUE,7769,2.43,2.18
historical,historical__321592148,7,1,FALSE,TRUE,2500,2,0.77
historical,historical__321592157,233,1,TRUE,TRUE,5000,4,0.5
historical,historical__321592184,9,1,TRUE,TRUE,2700,2.43,1.33
historical,historical__321592200,229,1,TRUE,TRUE,3760,10,1.28
historical,historical__321592246,10,1,TRUE,TRUE,1600,4,0
historical,historical__321592308,80,1,TRUE,TRUE,18537,2,1
historical,historical__321592344,171,1,TRUE,TRUE,17985,6.02,0.06
historical,historical__321592442,7,1,TRUE,TRUE,1740,2.4300000000000006,0
historical,historical__321592549,31,1,TRUE,TRUE,6069,2.43,0.36000000000000004
historical,historical__321592558,15,1,TRUE,TRUE,2675,3.44,0.56
historical,historical__321592576,50,1,TRUE,TRUE,7800,3,1.39
historical,historical__321592585,8,1,TRUE,TRUE,3500,2.43,0.69
historical,historical__321592594,7,1,TRUE,TRUE,3500,2.43,0.69
historical,historical__321592610,7,1,TRUE,TRUE,5600,0.75,0
historical,historical__321592683,8,1,TRUE,TRUE,2400,3,0.55
historical,historical__321592709,55,1,TRUE,TRUE,3917,2.43,0
historical,historical__321592718,123,1,TRUE,TRUE,17586,3,0.19
historical,historical__321592763,103,1,TRUE,TRUE,10000,2.43,2.5
historical,historical__321592790,98,1,TRUE,TRUE,15804,4.2,1.27
historical,historical__321592807,29,1,FALSE,TRUE,5600,4,0.63
historical,historical__321592825,184,1,TRUE,TRUE,95000,3,1.3
historical,historical__321593049,7,1,TRUE,TRUE,2504,2,0.41
historical,historical__321593085,8,1,TRUE,TRUE,2542,2,0.58
historical,historical__321593101,104,1,TRUE,TRUE,12000,6,0.78
historical,historical__321593227,8,1,TRUE,TRUE,5000,0.9,0.68
historical,historical__321593236,6,1,TRUE,TRUE,2500,2.43,0.62
historical,historical__321593263,10,1,TRUE,TRUE,3383,1.25,0.63
historical,historical__321593361,10,1,TRUE,TRUE,1787,3,1.5
historical,historical__321593432,41,1,TRUE,TRUE,2812,3,0
historical,historical__321593469,24,1,TRUE,TRUE,6000,3,0
historical,historical__321593539,43,1,TRUE,TRUE,2000,4,2.1
historical,historical__321593548,8,1,TRUE,TRUE,2500,2.43,0.82
historical,historical__321593557,20,1,FALSE,TRUE,7500,2.43,0
historical,historical__321593673,108,1,FALSE,TRUE,21667,2.43,0
historical,historical__321593682,24,1,TRUE,TRUE,2504,2,0.98
historical,historical__321593735,46,1,TRUE,TRUE,4110,4.2,1.8
historical,historical__321593744,42,1,TRUE,TRUE,14153,6,0.99
historical,historical__321593806,21,1,FALSE,TRUE,9600,3,1.73
historical,historical__321593815,16,1,TRUE,TRUE,3750,2.43,0.53
historical,historical__321593986,569,1,TRUE,TRUE,55385,3,0
historical,historical__321594137,320,1,TRUE,TRUE,43648,5.4,1.75
historical,historical__321594155,66,1,TRUE,TRUE,3925,3.44,0.61
historical,historical__321594164,27,1,TRUE,TRUE,2348,3.44,0
historical,historical__321594226,135,1,TRUE,TRUE,13500,4,0
historical,historical__321594262,18,1,FALSE,TRUE,12500,2.43,0.72
historical,historical__321594324,11,1,FALSE,TRUE,5000,3,0.61
historical,historical__321594379,8,1,TRUE,TRUE,3500,2.43,0.73
historical,historical__321594388,33,1,TRUE,TRUE,3150,3.44,0.64
historical,historical__321594422,116,1,TRUE,TRUE,4000,3.44,0.71
historical,historical__321594501,6,1,TRUE,TRUE,2050,2.43,0.83
historical,historical__321594547,6,1,FALSE,TRUE,8742,2.43,0.32
historical,historical__321594672,127,1,TRUE,TRUE,20000,4,0
historical,historical__321594681,18,1,TRUE,TRUE,3705,2.4300000000000006,0.42
historical,historical__321594832,160,1,TRUE,TRUE,33000,2.43,0
historical,historical__321594967,26,1,TRUE,TRUE,1548,2.43,0
historical,historical__321595029,24,1,TRUE,TRUE,1875,4,0.8
historical,historical__321595047,10,1,FALSE,TRUE,2600,2.43,0
historical,historical__321595083,58,1,TRUE,TRUE,20000,0.9,0.42
historical,historical__321595092,174,1,TRUE,TRUE,37500,2.43,0
historical,historical__321595145,441,1,TRUE,TRUE,12603,10,3.168273998205505
historical,historical__321595216,15,1,TRUE,TRUE,3552,2.43,0.39
historical,historical__321595341,11,1,FALSE,TRUE,2650,1.35,0
historical,historical__321595350,15,1,FALSE,TRUE,9833,1.35,0
historical,historical__321595369,6,1,FALSE,TRUE,2354,3,1
historical,historical__321595403,798,1,TRUE,TRUE,116535,0,0
historical,historical__321595458,9,1,TRUE,TRUE,2500,2.43,1.02
historical,historical__321595582,39,1,TRUE,TRUE,9350,2.43,0
historical,historical__321595608,174,3,TRUE,TRUE,39323,5.032832629217758,0
historical,historical__321595617,8,1,TRUE,TRUE,5000,2.43,0
historical,historical__321595653,53,1,TRUE,TRUE,12075,2.43,0.6
historical,historical__321595662,8,1,TRUE,TRUE,2500,2.43,1.25
historical,historical__321595715,9,1,TRUE,TRUE,4100,2.43,0.72
historical,historical__321595733,69,1,TRUE,TRUE,8546,2.7,0
historical,historical__321595751,76,1,TRUE,TRUE,11816,4,1.5599999999999998
historical,historical__321595797,90,1,TRUE,TRUE,12808,4.2,0
historical,historical__321595831,16,1,FALSE,TRUE,5000,1.25,0
historical,historical__321595840,8,1,TRUE,TRUE,2504,2,0
historical,historical__321595902,9,1,TRUE,TRUE,4000,2.43,0.61
historical,historical__321595911,9,1,TRUE,TRUE,4000,2.43,0.61
historical,historical__321596000,34,1,TRUE,TRUE,5625,2.43,1.01
historical,historical__321596037,7,1,FALSE,TRUE,2500,2,0.4
historical,historical__321596144,47,1,FALSE,TRUE,5000,3.44,0.43
historical,historical__321596206,9,1,TRUE,TRUE,4100,2.43,0.72
historical,historical__321596242,7,1,TRUE,TRUE,1800,3,0
historical,historical__321596340,17,1,FALSE,TRUE,5715,2.43,0
historical,historical__321596386,13,1,FALSE,TRUE,2152,2.43,0
historical,historical__321596395,12,1,FALSE,TRUE,4300,2.43,0
historical,historical__321596402,60,1,FALSE,TRUE,2500,4.2,0
historical,historical__321596484,165,1,TRUE,TRUE,27000,3.44,1.6
historical,historical__321596493,8,1,TRUE,TRUE,2679,2.43,0.52
historical,historical__321596518,10,1,FALSE,TRUE,3750,2,0.81
historical,historical__321596536,157,1,TRUE,TRUE,22025,3.44,0
historical,historical__321596625,50,1,TRUE,TRUE,4400,4,0.65
historical,historical__321596661,10,1,TRUE,TRUE,2800,2.43,0.4
historical,historical__321596830,25,1,TRUE,TRUE,6000,3,0.3
historical,historical__321596858,38,1,TRUE,TRUE,2265,4.2,2.3
historical,historical__321596947,6,1,FALSE,TRUE,2500,2,0.7
historical,historical__321596965,8,1,TRUE,TRUE,2700,2.43,1.33
historical,historical__321597009,58,1,TRUE,TRUE,5000,4,0.16
historical,historical__321597090,12,1,TRUE,TRUE,1995,2,0
historical,historical__321597116,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597134,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597143,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597152,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597189,29,1,TRUE,TRUE,2400,4,1
historical,historical__321597205,7,1,TRUE,TRUE,5000,1.25,0.12
historical,historical__321597269,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597278,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597287,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597296,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597303,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597312,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597321,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597330,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597349,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597358,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597367,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597376,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597385,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597394,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597401,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597410,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597429,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597438,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597447,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597456,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597465,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597474,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597483,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597492,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597508,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597517,8,1,TRUE,TRUE,1601432,0,0
historical,historical__321597606,208,1,TRUE,TRUE,36833,4.2,0
historical,historical__321597624,7,1,TRUE,TRUE,2500,2,0.4
historical,historical__321597688,75,1,TRUE,TRUE,13958,2.43,0.10000000000000002
historical,historical__321597759,8,1,TRUE,TRUE,5000,2.43,0
historical,historical__321597777,240,1,TRUE,TRUE,37700,4.2,0
historical,historical__321597795,124,1,TRUE,TRUE,19635,4,0.11
historical,historical__321597802,6,1,FALSE,TRUE,5400,1.25,0
historical,historical__321597811,17,1,TRUE,TRUE,3000,4,0.96
historical,historical__321597884,9,1,TRUE,TRUE,3200,2,0.09
historical,historical__321597955,26,1,FALSE,TRUE,1778,4,0
historical,historical__321597982,29,1,TRUE,TRUE,7358,3,3.6300000000000003
historical,historical__321598008,69,1,TRUE,TRUE,3751,2.43,1.28
historical,historical__321598080,15,1,FALSE,TRUE,5565,2.43,0
historical,historical__321598142,39,1,TRUE,TRUE,2150,2.43,0
historical,historical__321598188,49,1,TRUE,TRUE,8000,4,0
historical,historical__321598231,14,1,FALSE,TRUE,3304,4,1
historical,historical__321598259,10,1,FALSE,TRUE,1728,2.43,2.44
historical,historical__321598277,67,1,TRUE,TRUE,2500,4,1.35
historical,historical__321598286,17,1,TRUE,TRUE,4000,2.43,0.83
historical,historical__321598302,24,1,TRUE,TRUE,4767,3,0
historical,historical__321598348,143,1,TRUE,TRUE,18000,6.02,1.39
historical,historical__321598400,350,1,TRUE,TRUE,12800,0,1
historical,historical__321598491,6,1,FALSE,TRUE,2021,4,1.15
historical,historical__321598614,8,1,FALSE,TRUE,6300,4,0
historical,historical__321598678,6,1,TRUE,TRUE,2000,2.43,0
historical,historical__321598687,10,1,TRUE,TRUE,2500,3,0.64
historical,historical__321598721,16,1,TRUE,TRUE,9000,3,0.53
historical,historical__321598838,46,1,TRUE,TRUE,6500,6.02,0
historical,historical__321598883,66,1,TRUE,TRUE,3050,2.43,0.39
historical,historical__321598927,11,1,FALSE,TRUE,4000,2.43,0
historical,historical__321598945,10,1,FALSE,TRUE,4000,2.43,0
historical,historical__321599007,18,2,FALSE,TRUE,6000,2.43,0
historical,historical__321599043,6,1,TRUE,TRUE,2000,2,2.07
historical,historical__321599070,13,1,TRUE,TRUE,2610,4,0.67
historical,historical__321599105,55,1,TRUE,TRUE,15810,3,1.02
historical,historical__321599132,69,1,TRUE,TRUE,10000,4.2,0
historical,historical__321599141,463,2,TRUE,TRUE,56242,5,0
historical,historical__321599150,72,1,TRUE,TRUE,16269,2.43,0.19
historical,historical__321599212,174,1,TRUE,TRUE,46000,0,0.74
historical,historical__321599267,7,1,FALSE,TRUE,2500,2,0
historical,historical__321599294,26,1,FALSE,TRUE,5000,2.43,0
historical,historical__321599506,8,1,FALSE,TRUE,2679,2.43,0.6
historical,historical__321599515,27,1,FALSE,TRUE,4904,6.02,1.77
historical,historical__321599551,607,3,FALSE,TRUE,94500,5,1.75
historical,historical__321599597,9,1,TRUE,TRUE,4100,2.43,0.4
historical,historical__321599622,7,1,FALSE,TRUE,2500,2,0.6
historical,historical__321599908,16,1,TRUE,TRUE,4100,2.43,0.32
historical,historical__321600077,7,1,TRUE,TRUE,2178,0,0
historical,historical__321600095,9,1,TRUE,TRUE,4100,2.43,0.53
historical,historical__321600102,9,1,TRUE,TRUE,4100,2.43,0.53
historical,historical__321600120,20,1,TRUE,TRUE,3500,2.43,1.56
historical,historical__321600139,58,1,TRUE,TRUE,5000,4,0
historical,historical__321600166,6,1,FALSE,TRUE,2000,2.43,0
historical,historical__321600255,8,1,FALSE,TRUE,4375,2.43,0
historical,historical__321600362,107,1,TRUE,TRUE,7574,2.43,0
historical,historical__321600380,52,1,TRUE,TRUE,62472,10,0
historical,historical__321600479,8,1,TRUE,TRUE,1500,2.43,0
historical,historical__321600497,44,1,TRUE,TRUE,4892,6.02,0
historical,historical__321600530,124,1,TRUE,TRUE,1227637,0.5,0.36
historical,historical__321600736,140,1,FALSE,TRUE,5500,4,0
historical,historical__321600763,7,1,FALSE,TRUE,2450,2,0
historical,historical__321600772,10,1,FALSE,TRUE,2500,4.2,0
historical,historical__321600781,10,1,FALSE,TRUE,2500,4.2,0
historical,historical__321600790,18,1,FALSE,TRUE,2000,2,0
historical,historical__321601012,216,1,TRUE,TRUE,5000,2.43,0.45
historical,historical__321601021,44,1,TRUE,TRUE,36547,3,0.82
historical,historical__321601263,236,1,FALSE,TRUE,23333,4.2,0
historical,historical__321601398,23,1,TRUE,TRUE,4070,4,2.31
historical,historical__321721570,6,1,TRUE,TRUE,2404,2.43,0.87
historical,historical__321729616,9,1,TRUE,TRUE,4000,2.43,0.77
historical,historical__321729661,10,1,TRUE,TRUE,3200,2.43,0.63
historical,historical__321729670,10,1,TRUE,TRUE,2500,3,1.13
historical,historical__321729714,7,1,TRUE,TRUE,2000,2.43,1.78
historical,historical__321729723,6,1,TRUE,TRUE,2467,2.43,0
historical,historical__321766282,10,1,FALSE,TRUE,2250,2,0.83
historical,historical__321773602,23,1,TRUE,TRUE,5000,3,1.32
historical,historical__321797230,9,1,TRUE,TRUE,4000,2.43,0.77
historical,historical__321821748,8,1,TRUE,TRUE,6000,1.25,0.27
historical,historical__321833646,6,1,TRUE,TRUE,4000,1.35,0.52
historical,historical__321834592,6,1,TRUE,TRUE,5800,0.75,0
historical,historical__321849461,10,1,TRUE,TRUE,7000,2,1
historical,historical__321849470,10,1,TRUE,TRUE,7000,2,1
historical,historical__321904383,16,1,TRUE,TRUE,8000,2,0.3
historical,historical__321904631,10,1,TRUE,TRUE,2500,3,0.98
historical,historical__321906470,22,1,TRUE,TRUE,4000,4,0.78
historical,historical__321908281,8,1,TRUE,TRUE,1770,2.43,0
historical,historical__321908539,10,1,TRUE,TRUE,2500,3,0.96
historical,historical__321908593,6,1,TRUE,TRUE,2500,2,0.88
historical,historical__321910394,44,1,TRUE,TRUE,6000,2.43,0.38
historical,historical__321912891,6,1,TRUE,TRUE,4000,2.43,0.45
historical,historical__321913293,10,1,TRUE,TRUE,4000,2.43,0.78
historical,historical__321913382,7,1,TRUE,TRUE,2400,2.43,0
historical,historical__321913596,9,1,TRUE,TRUE,6700,0.9,0.27
historical,historical__321913603,8,1,FALSE,TRUE,3709,2,0.75
historical,historical__321913836,6,1,TRUE,TRUE,4000,2.43,0.5
historical,historical__321915718,41,1,TRUE,TRUE,2300,4,1.4
historical,historical__321915736,10,1,TRUE,TRUE,2000,2.43,1.38
historical,historical__321915898,27,1,TRUE,TRUE,8238,2.43,0.22
historical,historical__321918421,38,1,TRUE,TRUE,7650,4,0.69
historical,historical__321918608,8,1,TRUE,TRUE,1129,4,0
historical,historical__321920640,13,1,TRUE,TRUE,3440,3,0.8700000000000001
historical,historical__321921140,10,1,FALSE,TRUE,3600,2.43,0.75
historical,historical__321921435,7,1,TRUE,TRUE,4000,2.43,0.5
historical,historical__321921523,6,1,TRUE,TRUE,6487,0.9,0.54
historical,historical__321921872,6,1,TRUE,TRUE,3760,2.43,0.5
historical,historical__321923549,50,1,TRUE,TRUE,4350,4,0.78
historical,historical__321923665,7,1,TRUE,TRUE,2225,2.43,0.65
historical,historical__321924281,8,1,TRUE,TRUE,4920,1.25,0.3
historical,historical__321925011,8,1,TRUE,TRUE,5000,2.43,0.79
historical,historical__321925020,8,1,TRUE,TRUE,5000,2.43,0.79
historical,historical__321925075,10,1,TRUE,TRUE,2500,3,0.9
historical,historical__321925333,7,1,TRUE,TRUE,2517,2.43,1.1
historical,historical__321925725,6,1,FALSE,TRUE,2250,2,0
historical,historical__321928054,8,1,TRUE,TRUE,2500,2.43,0.52
historical,historical__321929703,8,1,TRUE,TRUE,2400,3,0
historical,historical__321929776,51,1,TRUE,TRUE,11867,4,0
historical,historical__321930087,8,1,TRUE,TRUE,2785,2,0.8400000000000001
historical,historical__321931068,6,1,TRUE,TRUE,2003,2,0.92
historical,historical__321937400,6,1,TRUE,TRUE,2500,1.35,0
historical,historical__321937767,10,1,TRUE,TRUE,3000,2.43,0.82
historical,historical__321937776,36,1,TRUE,TRUE,4100,2.43,0.63
historical,historical__321938347,18,1,TRUE,TRUE,2037,3,1.74
historical,historical__321939676,68,1,TRUE,TRUE,6658,6,1.99
historical,historical__321939783,10,1,TRUE,TRUE,2500,2.7,0.79
historical,historical__321941048,10,1,TRUE,TRUE,3228,2.43,0
historical,historical__321941182,66,1,TRUE,TRUE,9650,2.43,0.25
historical,historical__321943359,8,1,TRUE,TRUE,2500,2.43,0
historical,historical__321946481,21,1,TRUE,TRUE,2425,3,1.01
historical,historical__321948238,10,1,TRUE,TRUE,3600,2.43,0
historical,historical__321948666,19,1,TRUE,TRUE,4400,2.43,0.81
historical,historical__321954364,51,1,TRUE,TRUE,10000,4,0.65
historical,historical__321955041,7,1,TRUE,TRUE,2199,2.43,0.67
historical,historical__321956353,9,1,TRUE,TRUE,4000,2.43,0.78
historical,historical__321956362,9,1,TRUE,TRUE,4000,2.43,0.78
historical,historical__321958850,6,1,TRUE,TRUE,1800,2.43,0
historical,historical__321962738,9,1,TRUE,TRUE,3000,2.43,0.7
historical,historical__321964317,14,2,TRUE,TRUE,6430,2.43,0.4166376360808709
historical,historical__321967467,7,1,TRUE,TRUE,4527,1.25,0.73
historical,historical__321968340,16,1,TRUE,TRUE,4225,3.44,0.6
historical,historical__321969991,17,1,TRUE,TRUE,4000,2.43,0.67
historical,historical__321970006,17,1,TRUE,TRUE,4000,2.43,0.51
historical,historical__321970328,12,1,TRUE,TRUE,5250,3,0
historical,historical__321973316,19,1,TRUE,TRUE,1265,2.43,1.16
historical,historical__321974388,6,1,TRUE,TRUE,3983,1.35,0
historical,historical__321980692,8,1,TRUE,TRUE,4007,2.43,0
historical,historical__321981851,17,1,TRUE,TRUE,9937,3,0
historical,historical__321982182,41,1,TRUE,TRUE,6720,4,0.7299999999999999
historical,historical__321982645,9,1,TRUE,TRUE,2000,2.43,0
historical,historical__321982654,10,1,TRUE,TRUE,3150,2.43,0.35
historical,historical__321982663,8,1,TRUE,TRUE,2550,2.43,0.44
historical,historical__321983742,20,2,TRUE,TRUE,6144,2.43,0.39500488281249996
historical,historical__321989185,19,1,TRUE,TRUE,2500,2.43,1.62
historical,historical__321989336,9,1,TRUE,TRUE,4000,2.43,0.42
historical,historical__321989407,12,1,TRUE,TRUE,6230,4,1.06
historical,historical__321989489,14,1,TRUE,TRUE,3280,2.43,0.8600000000000001
historical,historical__321991797,8,1,TRUE,TRUE,2500,2.43,1.35
historical,historical__321992475,54,1,TRUE,TRUE,4823,2.43,0
historical,historical__321992974,37,1,TRUE,TRUE,4000,2.43,0.64
historical,historical__321993018,7,1,TRUE,TRUE,1183,2.43,0
historical,historical__321994945,9,1,TRUE,TRUE,2365,2.43,0
historical,historical__321995490,12,1,TRUE,TRUE,2454,2,0
historical,historical__321995917,33,1,TRUE,TRUE,3715,3,1.1
historical,historical__322000268,15,1,TRUE,TRUE,4000,3,0.77
historical,historical__322002818,247,1,TRUE,TRUE,4930,6,1.9900000000000002
historical,historical__322003354,6,1,TRUE,TRUE,2500,2.43,0.15
historical,historical__322003363,8,1,TRUE,TRUE,1875,2.43,0
historical,historical__322008876,26,1,TRUE,TRUE,3121,2.43,0.44
historical,historical__322008894,8,1,TRUE,TRUE,1875,2.43,0
historical,historical__322012674,34,1,TRUE,TRUE,7575,3,0.4
historical,historical__322015010,41,1,TRUE,TRUE,3042,2.43,0.39
historical,historical__322015412,13,1,TRUE,TRUE,4000,4,0.46
historical,historical__322017759,11,1,TRUE,TRUE,2620,4,0.87
historical,historical__322018758,12,1,TRUE,TRUE,3867,0.75,0.57
historical,historical__322020406,40,1,TRUE,TRUE,3000,4,0.55
historical,historical__322020610,6,1,TRUE,TRUE,7400,2.43,0
historical,historical__322030734,10,1,TRUE,TRUE,2500,3,0.48
historical,historical__322031145,6,1,TRUE,TRUE,2000,2.43,0.59
historical,historical__322031840,9,1,TRUE,TRUE,2000,2.43,0.81
historical,historical__322033651,28,1,TRUE,TRUE,5008,2.43,0.4
historical,historical__322033866,6,1,TRUE,TRUE,2000,2.43,0.31
historical,historical__322034810,6,1,TRUE,TRUE,4000,2.43,0.8
historical,historical__322036266,9,1,TRUE,TRUE,4000,2.43,0.65
historical,historical__322036275,9,1,TRUE,TRUE,4000,2.43,0.65
historical,historical__322037871,45,1,TRUE,TRUE,10766,2.43,0
historical,historical__322039824,8,1,TRUE,TRUE,5526,2.43,0.37
historical,historical__322039842,9,1,TRUE,TRUE,5526,2.43,0.37
historical,historical__322039888,7,1,TRUE,TRUE,1250,2,0.47
historical,historical__322039968,23,1,TRUE,TRUE,7183,2.43,0.99
historical,historical__322040732,10,1,FALSE,TRUE,4385,3,1.53
historical,historical__322041544,10,1,TRUE,TRUE,4383,2.43,0.25
historical,historical__322046219,46,1,TRUE,TRUE,8567,4,0
historical,historical__322047352,44,1,TRUE,TRUE,10040,2.43,0.55
historical,historical__322060345,6,1,TRUE,TRUE,4000,2.43,0.65
historical,historical__322060354,6,1,TRUE,TRUE,4000,2.43,0.65
historical,historical__322061344,7,1,TRUE,TRUE,4000,2.43,0.26
historical,historical__322061362,20,1,TRUE,TRUE,4750,2.43,0
historical,historical__322064902,23,1,FALSE,TRUE,4400,4,1.11
historical,historical__322064939,26,1,TRUE,TRUE,6000,3,0.54
historical,historical__322064948,45,1,FALSE,TRUE,8000,4,2.2
historical,historical__322069710,9,1,FALSE,TRUE,5000,2.43,0.58
historical,historical__322071510,47,1,TRUE,TRUE,5030,3,0.58
historical,historical__322071690,6,1,TRUE,TRUE,2000,2.43,0
historical,historical__322072519,8,1,FALSE,TRUE,3500,2,0.58
historical,historical__322084409,10,1,TRUE,TRUE,2504,2.43,0
historical,historical__322084551,8,1,FALSE,TRUE,5500,2,0.26
historical,historical__322084882,34,1,FALSE,TRUE,2200,6.02,1.56
historical,historical__322085391,6,1,FALSE,TRUE,6000,1.25,0.18
historical,historical__322085417,59,1,TRUE,TRUE,8200,2.43,0
historical,historical__322085541,10,1,TRUE,TRUE,3000,2.43,1.17
historical,historical__322086363,6,1,TRUE,TRUE,2000,2.43,0
historical,historical__340740620,13,1,TRUE,TRUE,3325,2.43,0.34
historical,historical__340743495,13,1,TRUE,TRUE,3837,2.43,0
historical,historical__340747053,8,1,TRUE,TRUE,2500,2.43,0
historical,historical__340751813,103,1,TRUE,TRUE,17464,2.43,0.49000000000000005
historical,historical__340752714,61,1,TRUE,TRUE,9816,4,0.14
historical,historical__340752769,28,1,TRUE,TRUE,1656,6.02,1.81
historical,historical__340754945,32,1,TRUE,TRUE,1667,4,1.92
historical,historical__340755365,13,2,TRUE,TRUE,4000,2.43,0.8
