Rows: 859464
Columns: 64
Key fields: bbl
Saved-file MD5: f8da901c7c03d58e5f473a978f5255d9
Rows missing a key field: 1
Repeated keys beyond the first row: 0
source_id | character | nonmissing | 859464 | distinct | 1
source_vintage | character | nonmissing | 859464 | distinct | 1
source_raw_path | character | nonmissing | 859464 | distinct | 1
bbl | character | nonmissing | 859463 | distinct | 859463
borough | character | nonmissing | 859463 | distinct | 5
block | integer | nonmissing | 859463 | distinct | 13983 min/median/mean/max 0/4804/5304.733/16350
lot | integer | nonmissing | 859463 | distinct | 2534 min/median/mean/max 0/38/124.5294/9978
address | character | nonmissing | 858966 | distinct | 827587
cd | integer | nonmissing | 859463 | distinct | 71 min/median/mean/max 101/401/354.1962/595
zipcode | character | nonmissing | 855111 | distinct | 194
ct2010 | character | nonmissing | 855075 | distinct | 1334
cb2010 | character | nonmissing | 837860 | distinct | 351
schooldist | integer | nonmissing | 856401 | distinct | 32 min/median/mean/max 1/24/22.00149/32
council | integer | nonmissing | 856331 | distinct | 51 min/median/mean/max 1/32/32.04893/51
zonedist1 | character | nonmissing | 859047 | distinct | 161
zonedist2 | character | nonmissing | 25619 | distinct | 139
zonedist3 | character | nonmissing | 334 | distinct | 74
zonedist4 | character | nonmissing | 19 | distinct | 15
overlay1 | character | nonmissing | 78254 | distinct | 10
overlay2 | character | nonmissing | 231 | distinct | 10
spdist1 | character | nonmissing | 95710 | distinct | 65
spdist2 | character | nonmissing | 53 | distinct | 10
spdist3 | character | nonmissing | 0 | distinct | 0
ltdheight | character | nonmissing | 3071 | distinct | 2
splitzone | character | nonmissing | 858999 | distinct | 2
zonemap | character | nonmissing | 859198 | distinct | 127
zmcode | character | nonmissing | 15644 | distinct | 1
lotarea | numeric | nonmissing | 859463 | distinct | 28587 min/median/mean/max 0/2517/7873.334/214755700
unitsres | numeric | nonmissing | 859463 | distinct | 729 min/median/mean/max 0/2/4.078287/13248
unitstotal | numeric | nonmissing | 859463 | distinct | 755 min/median/mean/max 0/2/4.446906/13248
comarea | numeric | nonmissing | 859463 | distinct | 19972 min/median/mean/max 0/0/2144.11/27600000
yearbuilt | integer | nonmissing | 814473 | distinct | 202 min/median/mean/max 1800/1931/1940.517/2040
yearalter1 | integer | nonmissing | 80989 | distinct | 113 min/median/mean/max 1894/2001/1997.238/2015
yearalter2 | integer | nonmissing | 12215 | distinct | 73 min/median/mean/max 1912/2006/2004.33/2015
bldgarea | numeric | nonmissing | 859463 | distinct | 35667 min/median/mean/max 0/2100/6300.272/27600000
resarea | numeric | nonmissing | 859463 | distinct | 27251 min/median/mean/max 0/1912/4155.236/13211400
officearea | numeric | nonmissing | 859463 | distinct | 8428 min/median/mean/max 0/0/750.0858/3583167
retailarea | numeric | nonmissing | 859463 | distinct | 8869 min/median/mean/max 0/0/312.7958/2192088
garagearea | numeric | nonmissing | 859463 | distinct | 3757 min/median/mean/max 0/0/141.1503/2677430
strgearea | numeric | nonmissing | 859463 | distinct | 3884 min/median/mean/max 0/0/134.1256/1757298
factryarea | numeric | nonmissing | 859463 | distinct | 2968 min/median/mean/max 0/0/130.0995/1324592
otherarea | numeric | nonmissing | 859463 | distinct | 8010 min/median/mean/max 0/0/643.7025/27600000
areasource | character | nonmissing | 859463 | distinct | 6
numbldgs | integer | nonmissing | 859463 | distinct | 139 min/median/mean/max 0/1/1.252309/2740
numfloors | numeric | nonmissing | 859463 | distinct | 154 min/median/mean/max 0/2/2.299785/119
lotfront | numeric | nonmissing | 859463 | distinct | 14838 min/median/mean/max 0/25/40.02455/9999
lotdepth | numeric | nonmissing | 859463 | distinct | 15912 min/median/mean/max 0/100/104.0511/9999
bldgfront | numeric | nonmissing | 859463 | distinct | 4934 min/median/mean/max 0/20/25.57288/8050
bldgdepth | numeric | nonmissing | 859463 | distinct | 4973 min/median/mean/max 0/42/45.8979/9388
appdate | Date | nonmissing | 85779 | distinct | 4435
assessland | numeric | nonmissing | 859463 | distinct | 62533 min/median/mean/max 0/11561/112318.3/3211276000
assesstot | numeric | nonmissing | 859463 | distinct | 78674 min/median/mean/max 0/28141/380250.2/6556894000
exempttot | numeric | nonmissing | 859463 | distinct | 45976 min/median/mean/max 0/0/138633.7/6556894000
histdist | character | nonmissing | 27929 | distinct | 131
landmark | character | nonmissing | 1153 | distinct | 1084
builtfar | numeric | nonmissing | 859463 | distinct | 2180 min/median/mean/max 0/0.78/1.113771/5801
maxallwfar | numeric | nonmissing | 0 | distinct | 0
residfar | numeric | nonmissing | 859463 | distinct | 28 min/median/mean/max 0/0.9/1.367959/12
commfar | numeric | nonmissing | 859463 | distinct | 16 min/median/mean/max 0/0/0.2093795/15
facilfar | numeric | nonmissing | 859463 | distinct | 20 min/median/mean/max 0/2/2.235401/15
firm07_flag | character | nonmissing | 0 | distinct | 0
pfirm15_flag | character | nonmissing | 0 | distinct | 0
landuse | character | nonmissing | 856403 | distinct | 11
bldgclass | character | nonmissing | 858999 | distinct | 215
