Rows: 859560
Columns: 64
Key fields: bbl
Saved-file MD5: 3a77a852891b57b1b4fec575fefa1493
Rows missing a key field: 0
Repeated keys beyond the first row: 0
source_id | character | nonmissing | 859560 | distinct | 1
source_vintage | character | nonmissing | 859560 | distinct | 1
source_raw_path | character | nonmissing | 859560 | distinct | 1
bbl | character | nonmissing | 859560 | distinct | 859560
borough | character | nonmissing | 859560 | distinct | 5
block | character | nonmissing | 859560 | distinct | 13983
lot | character | nonmissing | 859560 | distinct | 2531
address | character | nonmissing | 859560 | distinct | 826934
cd | character | nonmissing | 859560 | distinct | 71
zipcode | character | nonmissing | 859560 | distinct | 196
ct2010 | character | nonmissing | 859560 | distinct | 1334
cb2010 | character | nonmissing | 859560 | distinct | 352
schooldist | character | nonmissing | 859560 | distinct | 33
council | character | nonmissing | 859560 | distinct | 52
zonedist1 | character | nonmissing | 859560 | distinct | 162
zonedist2 | character | nonmissing | 859560 | distinct | 141
zonedist3 | character | nonmissing | 859560 | distinct | 75
zonedist4 | character | nonmissing | 859560 | distinct | 16
overlay1 | character | nonmissing | 859560 | distinct | 11
overlay2 | character | nonmissing | 859560 | distinct | 11
spdist1 | character | nonmissing | 859560 | distinct | 66
spdist2 | character | nonmissing | 859560 | distinct | 11
spdist3 | character | nonmissing | 0 | distinct | 0
ltdheight | character | nonmissing | 859560 | distinct | 3
splitzone | character | nonmissing | 859560 | distinct | 3
zonemap | character | nonmissing | 859560 | distinct | 127
zmcode | character | nonmissing | 859560 | distinct | 2
lotarea | character | nonmissing | 859560 | distinct | 28476
unitsres | character | nonmissing | 859560 | distinct | 720
unitstotal | character | nonmissing | 859560 | distinct | 747
comarea | character | nonmissing | 859560 | distinct | 20170
yearbuilt | character | nonmissing | 859560 | distinct | 211
yearalter1 | character | nonmissing | 859560 | distinct | 114
yearalter2 | character | nonmissing | 859560 | distinct | 74
bldgarea | character | nonmissing | 859560 | distinct | 35630
resarea | character | nonmissing | 859560 | distinct | 26959
officearea | character | nonmissing | 859560 | distinct | 8387
retailarea | character | nonmissing | 859560 | distinct | 8607
garagearea | character | nonmissing | 859560 | distinct | 3707
strgearea | character | nonmissing | 859560 | distinct | 3946
factryarea | character | nonmissing | 859560 | distinct | 2963
otherarea | character | nonmissing | 859560 | distinct | 8540
areasource | character | nonmissing | 859560 | distinct | 6
numbldgs | character | nonmissing | 859560 | distinct | 136
numfloors | character | nonmissing | 859560 | distinct | 153
lotfront | character | nonmissing | 859560 | distinct | 14748
lotdepth | character | nonmissing | 859560 | distinct | 15827
bldgfront | character | nonmissing | 859560 | distinct | 4912
bldgdepth | character | nonmissing | 859560 | distinct | 4910
appdate | character | nonmissing | 859560 | distinct | 4209
assessland | character | nonmissing | 859560 | distinct | 61372
assesstot | character | nonmissing | 859560 | distinct | 75857
exempttot | character | nonmissing | 859560 | distinct | 44671
histdist | character | nonmissing | 859560 | distinct | 129
landmark | character | nonmissing | 859560 | distinct | 1146
builtfar | character | nonmissing | 859560 | distinct | 2198
maxallwfar | character | nonmissing | 0 | distinct | 0
residfar | character | nonmissing | 859560 | distinct | 28
commfar | character | nonmissing | 859560 | distinct | 16
facilfar | character | nonmissing | 859560 | distinct | 20
firm07_flag | character | nonmissing | 0 | distinct | 0
pfirm15_flag | character | nonmissing | 0 | distinct | 0
landuse | character | nonmissing | 859560 | distinct | 12
bldgclass | character | nonmissing | 859560 | distinct | 211
