Rows: 860701
Columns: 64
Key fields: bbl
Saved-file MD5: 3d27f76e09e42e536001b35d0568d474
Rows missing a key field: 0
Repeated keys beyond the first row: 0
source_id | character | nonmissing | 860701 | distinct | 1
source_vintage | character | nonmissing | 860701 | distinct | 1
source_raw_path | character | nonmissing | 860701 | distinct | 1
bbl | character | nonmissing | 860701 | distinct | 860701
borough | character | nonmissing | 860701 | distinct | 5
block | character | nonmissing | 860701 | distinct | 13984
lot | character | nonmissing | 860701 | distinct | 2526
address | character | nonmissing | 860701 | distinct | 826149
cd | character | nonmissing | 860701 | distinct | 71
zipcode | character | nonmissing | 860701 | distinct | 189
ct2010 | character | nonmissing | 860701 | distinct | 1334
cb2010 | character | nonmissing | 860701 | distinct | 349
schooldist | character | nonmissing | 860701 | distinct | 33
council | character | nonmissing | 860701 | distinct | 52
zonedist1 | character | nonmissing | 860701 | distinct | 160
zonedist2 | character | nonmissing | 860701 | distinct | 138
zonedist3 | character | nonmissing | 860701 | distinct | 75
zonedist4 | character | nonmissing | 860701 | distinct | 15
overlay1 | character | nonmissing | 860701 | distinct | 11
overlay2 | character | nonmissing | 860701 | distinct | 11
spdist1 | character | nonmissing | 860701 | distinct | 59
spdist2 | character | nonmissing | 860701 | distinct | 8
spdist3 | character | nonmissing | 0 | distinct | 0
ltdheight | character | nonmissing | 860701 | distinct | 3
splitzone | character | nonmissing | 860701 | distinct | 3
zonemap | character | nonmissing | 860701 | distinct | 127
zmcode | character | nonmissing | 860701 | distinct | 2
lotarea | character | nonmissing | 860701 | distinct | 28268
unitsres | character | nonmissing | 860701 | distinct | 715
unitstotal | character | nonmissing | 860701 | distinct | 741
comarea | character | nonmissing | 860701 | distinct | 19971
yearbuilt | character | nonmissing | 860701 | distinct | 208
yearalter1 | character | nonmissing | 860701 | distinct | 112
yearalter2 | character | nonmissing | 860701 | distinct | 73
bldgarea | character | nonmissing | 860701 | distinct | 35281
resarea | character | nonmissing | 860701 | distinct | 26646
officearea | character | nonmissing | 860701 | distinct | 8076
retailarea | character | nonmissing | 860701 | distinct | 8358
garagearea | character | nonmissing | 860701 | distinct | 3600
strgearea | character | nonmissing | 860701 | distinct | 4332
factryarea | character | nonmissing | 860701 | distinct | 2821
otherarea | character | nonmissing | 860701 | distinct | 8463
areasource | character | nonmissing | 860701 | distinct | 6
numbldgs | character | nonmissing | 860701 | distinct | 131
numfloors | character | nonmissing | 860701 | distinct | 147
lotfront | character | nonmissing | 860701 | distinct | 14636
lotdepth | character | nonmissing | 860701 | distinct | 15707
bldgfront | character | nonmissing | 860701 | distinct | 4798
bldgdepth | character | nonmissing | 860701 | distinct | 4822
appdate | character | nonmissing | 860701 | distinct | 3806
assessland | character | nonmissing | 860701 | distinct | 63906
assesstot | character | nonmissing | 860701 | distinct | 71386
exempttot | character | nonmissing | 860701 | distinct | 43067
histdist | character | nonmissing | 860701 | distinct | 121
landmark | character | nonmissing | 860701 | distinct | 1102
builtfar | character | nonmissing | 860701 | distinct | 2258
maxallwfar | character | nonmissing | 860701 | distinct | 31
residfar | character | nonmissing | 0 | distinct | 0
commfar | character | nonmissing | 0 | distinct | 0
facilfar | character | nonmissing | 0 | distinct | 0
firm07_flag | character | nonmissing | 0 | distinct | 0
pfirm15_flag | character | nonmissing | 0 | distinct | 0
landuse | character | nonmissing | 860701 | distinct | 12
bldgclass | character | nonmissing | 860701 | distinct | 200
