Rows: 857374
Columns: 64
Key fields: bbl
Saved-file MD5: 8a28bece2335434993308f178ceecce2
Rows missing a key field: 0
Repeated keys beyond the first row: 0
source_id | character | nonmissing | 857374 | distinct | 1
source_vintage | character | nonmissing | 857374 | distinct | 1
source_raw_path | character | nonmissing | 857374 | distinct | 1
bbl | character | nonmissing | 857374 | distinct | 857374
borough | character | nonmissing | 857374 | distinct | 5
block | integer | nonmissing | 857374 | distinct | 13976 min/median/mean/max 0/4819/5310.213/16350
lot | integer | nonmissing | 857374 | distinct | 2423 min/median/mean/max 1/38/132.4877/9102
address | character | nonmissing | 856895 | distinct | 827942
cd | integer | nonmissing | 857374 | distinct | 72 min/median/mean/max 0/402/354.4253/595
zipcode | character | nonmissing | 857374 | distinct | 212
ct2010 | character | nonmissing | 856865 | distinct | 1335
cb2010 | character | nonmissing | 856865 | distinct | 368
schooldist | integer | nonmissing | 856362 | distinct | 32 min/median/mean/max 1/24/22.0513/32
council | integer | nonmissing | 857374 | distinct | 52 min/median/mean/max 0/32/32.09318/51
zonedist1 | character | nonmissing | 856815 | distinct | 162
zonedist2 | character | nonmissing | 19832 | distinct | 147
zonedist3 | character | nonmissing | 195 | distinct | 62
zonedist4 | character | nonmissing | 13 | distinct | 12
overlay1 | character | nonmissing | 74654 | distinct | 10
overlay2 | character | nonmissing | 162 | distinct | 10
spdist1 | character | nonmissing | 101206 | distinct | 78
spdist2 | character | nonmissing | 70 | distinct | 19
spdist3 | character | nonmissing | 0 | distinct | 0
ltdheight | character | nonmissing | 3036 | distinct | 2
splitzone | character | nonmissing | 856815 | distinct | 2
zonemap | character | nonmissing | 856909 | distinct | 130
zmcode | character | nonmissing | 15860 | distinct | 1
lotarea | numeric | nonmissing | 857374 | distinct | 28747 min/median/mean/max 0/2513/7905.767/214755700
unitsres | numeric | nonmissing | 857374 | distinct | 741 min/median/mean/max 0/2/4.149411/10914
unitstotal | numeric | nonmissing | 857374 | distinct | 768 min/median/mean/max 0/2/4.575616/17369
comarea | numeric | nonmissing | 857374 | distinct | 20361 min/median/mean/max 0/0/2105.404/2.4e+07
yearbuilt | integer | nonmissing | 813964 | distinct | 209 min/median/mean/max 1800/1931/1941.065/2040
yearalter1 | integer | nonmissing | 90216 | distinct | 116 min/median/mean/max 1894/2003/1999.392/2018
yearalter2 | integer | nonmissing | 15286 | distinct | 76 min/median/mean/max 1912/2007/2006.011/2018
bldgarea | numeric | nonmissing | 857374 | distinct | 37197 min/median/mean/max 0/2000/6524.072/2.4e+07
resarea | numeric | nonmissing | 857374 | distinct | 28142 min/median/mean/max 0/1645/4039.983/13211400
officearea | numeric | nonmissing | 857374 | distinct | 8752 min/median/mean/max 0/0/755.0999/3583167
retailarea | numeric | nonmissing | 857374 | distinct | 9328 min/median/mean/max 0/0/321.4191/2192088
garagearea | numeric | nonmissing | 857374 | distinct | 3871 min/median/mean/max 0/0/138.4534/2677430
strgearea | numeric | nonmissing | 857374 | distinct | 3601 min/median/mean/max 0/0/116.8666/1757298
factryarea | numeric | nonmissing | 857374 | distinct | 3131 min/median/mean/max 0/0/135.8183/1324592
otherarea | numeric | nonmissing | 857374 | distinct | 8095 min/median/mean/max 0/0/606.2757/2.4e+07
areasource | character | nonmissing | 856909 | distinct | 5
numbldgs | integer | nonmissing | 857374 | distinct | 142 min/median/mean/max 0/1/1.290541/1851
numfloors | numeric | nonmissing | 857374 | distinct | 168 min/median/mean/max 0/2/2.315485/205
lotfront | numeric | nonmissing | 857374 | distinct | 15037 min/median/mean/max 0/25/39.88317/9999
lotdepth | numeric | nonmissing | 857374 | distinct | 16065 min/median/mean/max 0/100/103.7159/9999
bldgfront | numeric | nonmissing | 857374 | distinct | 5074 min/median/mean/max 0/20/25.69456/8050
bldgdepth | numeric | nonmissing | 857374 | distinct | 5135 min/median/mean/max 0/43/46.11989/9388
appdate | Date | nonmissing | 90952 | distinct | 5099
assessland | numeric | nonmissing | 857374 | distinct | 59726 min/median/mean/max 0/9644/113318.5/3211276000
assesstot | numeric | nonmissing | 857374 | distinct | 87248 min/median/mean/max 0/31227/455044.6/6957915000
exempttot | numeric | nonmissing | 857374 | distinct | 44865 min/median/mean/max 0/0/166643.1/6957915000
histdist | character | nonmissing | 30303 | distinct | 143
landmark | character | nonmissing | 1416 | distinct | 3
builtfar | numeric | nonmissing | 857374 | distinct | 2267 min/median/mean/max 0/0.73/1.221212/52000
maxallwfar | numeric | nonmissing | 0 | distinct | 0
residfar | numeric | nonmissing | 857374 | distinct | 28 min/median/mean/max 0/0.9/1.370704/12
commfar | numeric | nonmissing | 857374 | distinct | 16 min/median/mean/max 0/0/0.202906/15
facilfar | numeric | nonmissing | 857374 | distinct | 20 min/median/mean/max 0/2/2.227982/15
firm07_flag | character | nonmissing | 0 | distinct | 0
pfirm15_flag | character | nonmissing | 0 | distinct | 0
landuse | character | nonmissing | 854560 | distinct | 11
bldgclass | character | nonmissing | 856909 | distinct | 216
