Rows: 857226
Columns: 64
Key fields: bbl
Saved-file MD5: bbe5f7da5ccd4adceacfa1a18e11a122
Rows missing a key field: 0
Repeated keys beyond the first row: 0
source_id | character | nonmissing | 857226 | distinct | 1
source_vintage | character | nonmissing | 857226 | distinct | 1
source_raw_path | character | nonmissing | 857226 | distinct | 1
bbl | character | nonmissing | 857226 | distinct | 857226
borough | character | nonmissing | 857226 | distinct | 5
block | character | nonmissing | 857226 | distinct | 13976
lot | character | nonmissing | 857226 | distinct | 2421
address | character | nonmissing | 856145 | distinct | 827299
cd | character | nonmissing | 857226 | distinct | 72
zipcode | character | nonmissing | 857226 | distinct | 215
ct2010 | character | nonmissing | 857201 | distinct | 1335
cb2010 | character | nonmissing | 857201 | distinct | 367
schooldist | character | nonmissing | 856653 | distinct | 32
council | character | nonmissing | 857226 | distinct | 52
zonedist1 | character | nonmissing | 856815 | distinct | 163
zonedist2 | character | nonmissing | 19772 | distinct | 147
zonedist3 | character | nonmissing | 207 | distinct | 67
zonedist4 | character | nonmissing | 13 | distinct | 11
overlay1 | character | nonmissing | 74775 | distinct | 10
overlay2 | character | nonmissing | 167 | distinct | 10
spdist1 | character | nonmissing | 101677 | distinct | 81
spdist2 | character | nonmissing | 78 | distinct | 22
spdist3 | character | nonmissing | 0 | distinct | 0
ltdheight | character | nonmissing | 3036 | distinct | 2
splitzone | character | nonmissing | 856815 | distinct | 2
zonemap | character | nonmissing | 856830 | distinct | 125
zmcode | character | nonmissing | 15611 | distinct | 1
lotarea | character | nonmissing | 857226 | distinct | 29742
unitsres | character | nonmissing | 857226 | distinct | 747
unitstotal | character | nonmissing | 857226 | distinct | 773
comarea | character | nonmissing | 857226 | distinct | 20534
yearbuilt | character | nonmissing | 857226 | distinct | 246
yearalter1 | character | nonmissing | 857226 | distinct | 113
yearalter2 | character | nonmissing | 857226 | distinct | 70
bldgarea | character | nonmissing | 857226 | distinct | 37624
resarea | character | nonmissing | 857226 | distinct | 28403
officearea | character | nonmissing | 857226 | distinct | 8918
retailarea | character | nonmissing | 857226 | distinct | 9424
garagearea | character | nonmissing | 857226 | distinct | 3933
strgearea | character | nonmissing | 857226 | distinct | 3441
factryarea | character | nonmissing | 857226 | distinct | 3130
otherarea | character | nonmissing | 857226 | distinct | 8163
areasource | character | nonmissing | 856830 | distinct | 5
numbldgs | character | nonmissing | 857226 | distinct | 123
numfloors | character | nonmissing | 857226 | distinct | 179
lotfront | character | nonmissing | 857226 | distinct | 15020
lotdepth | character | nonmissing | 857226 | distinct | 16143
bldgfront | character | nonmissing | 857226 | distinct | 5179
bldgdepth | character | nonmissing | 857226 | distinct | 5228
appdate | character | nonmissing | 92249 | distinct | 5272
assessland | character | nonmissing | 857226 | distinct | 14292
assesstot | character | nonmissing | 857226 | distinct | 36875
exempttot | character | nonmissing | 857226 | distinct | 40502
histdist | character | nonmissing | 30872 | distinct | 149
landmark | character | nonmissing | 1437 | distinct | 3
builtfar | character | nonmissing | 857226 | distinct | 2249
maxallwfar | character | nonmissing | 0 | distinct | 0
residfar | character | nonmissing | 857226 | distinct | 20
commfar | character | nonmissing | 857226 | distinct | 16
facilfar | character | nonmissing | 857226 | distinct | 18
firm07_flag | character | nonmissing | 0 | distinct | 0
pfirm15_flag | character | nonmissing | 0 | distinct | 0
landuse | character | nonmissing | 854307 | distinct | 11
bldgclass | character | nonmissing | 856830 | distinct | 211
