source_id,vintage,pull_date,file_role,raw_path,status,official_url,archive_release_label,archive_file_release
dcp_mappluto_archive,09v1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/09v1/mappluto_09v1.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_09v1.zip,09v1,09v1
dcp_mappluto_archive,09v2,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/09v2/mappluto_09v2.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_09v2.zip,09v2,09v2
dcp_mappluto_archive,10v1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/10v1/mappluto_10v1.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_10v1.zip,10v1,10v1
dcp_mappluto_archive,10v2,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/10v2/mappluto_10v2.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_10v2.zip,10v2,10v2
dcp_mappluto_archive,11v1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/11v1/mappluto_11v1.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_11v1.zip,11v1,11v1
dcp_mappluto_archive,11v2,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/11v2/mappluto_11v2.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_11v2.zip,11v2,11v2
dcp_mappluto_archive,12v1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/12v1/mappluto_12v1.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_12v1.zip,12v1,12v1
dcp_mappluto_archive,12v2,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/12v2/mappluto_12v2.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_12v2.zip,12v2,12v2
dcp_mappluto_archive,13v1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/13v1/mappluto_13v1.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_13v1.zip,13v1,13v1
dcp_mappluto_archive,13v2,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/13v2/mappluto_13v2.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_13v2.zip,13v2,13v2
dcp_mappluto_archive,14v1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/14v1/mappluto_14v1.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_14v1.zip,14v1,14v1
dcp_mappluto_archive,14v2,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/14v2/mappluto_14v2.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_14v2.zip,14v2,14v2
dcp_mappluto_archive,15v1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/15v1/mappluto_15v1.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_15v1.zip,15v1,15v1
dcp_mappluto_archive,16v1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/16v1/mappluto_16v1.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_16v1.zip,16v1,16v1
dcp_mappluto_archive,16v2,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/16v2/mappluto_16v2.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_16v2.zip,16v2,16v2
dcp_mappluto_archive,17v1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/17v1/mappluto_17v1.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_17v1.zip,17v1,17v1
dcp_mappluto_archive,17v1.1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/17v1.1/mappluto_17v1_1.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/mappluto_17v1_1.zip?r=2,17v1.1,17v1.1
dcp_mappluto_archive,18v1.1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/18v1.1/nyc_mappluto_18v1_1_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_18v1_1_arc_shp.zip,18v1.1,18v1.1
dcp_mappluto_archive,18v2.1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/18v2.1/nyc_mappluto_18v2_1_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_18v2_1_arc_shp.zip,18v2.1,18v2.1
dcp_mappluto_archive,18v2Beta,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/18v2Beta/nyc_mappluto_18v2_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_18v2_arc_shp.zip,18v2Beta,18v2
dcp_mappluto_archive,19v1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/19v1/nyc_mappluto_19v1_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_19v1_arc_shp.zip,19v1,19v1
dcp_mappluto_archive,19v2,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/19v2/nyc_mappluto_19v2_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_19v2_arc_shp.zip,19v2,19v2
dcp_mappluto_archive,20260501,20260501,archive_json,../../../data_raw/dcp_mappluto_archive/20260501/mappluto_archive_index.json,already_present,https://www.nyc.gov/assets/planning/json/content/resources/dataset-archives/mappluto-pluto-change.json,,
dcp_mappluto_archive,20v1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/20v1/nyc_mappluto_20v1_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v1_arc_shp.zip,20v1,20v1
dcp_mappluto_archive,20v2,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/20v2/nyc_mappluto_20v2_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v2_arc_shp.zip,20v2,20v2
dcp_mappluto_archive,20v3,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/20v3/nyc_mappluto_20v3_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v3_arc_shp.zip,20v3,20v3
dcp_mappluto_archive,20v4,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/20v4/nyc_mappluto_20v4_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v4_arc_shp.zip,20v4,20v4
dcp_mappluto_archive,20v5,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/20v5/nyc_mappluto_20v5_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v5_arc_shp.zip,20v5,20v5
dcp_mappluto_archive,20v6,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/20v6/nyc_mappluto_20v6_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v6_arc_shp.zip,20v6,20v6
dcp_mappluto_archive,20v7,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/20v7/nyc_mappluto_20v7_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v7_arc_shp.zip,20v7,20v7
dcp_mappluto_archive,20v8,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/20v8/nyc_mappluto_20v8_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v8_arc_shp.zip,20v8,20v8
dcp_mappluto_archive,21v1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/21v1/nyc_mappluto_21v1_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_21v1_arc_shp.zip,21v1,21v1
dcp_mappluto_archive,21v2,20260501,mappluto_archive_release_mismatch,,release_label_url_mismatch,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v2_arc_shp.zip,21v2,20v2
dcp_mappluto_archive,21v3,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/21v3/nyc_mappluto_21v3_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_21v3_arc_shp.zip,21v3,21v3
dcp_mappluto_archive,22v1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/22v1/nyc_mappluto_22v1_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_22v1_arc_shp.zip,22v1,22v1
dcp_mappluto_archive,22v2,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/22v2/nyc_mappluto_22v2_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_22v2_arc_shp.zip,22v2,22v2
dcp_mappluto_archive,22v3,20260501,mappluto_archive_release_mismatch,,release_label_url_mismatch,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_22v2_arc_shp.zip,22v3,22v2
dcp_mappluto_archive,23v1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/23v1/nyc_mappluto_23v1_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_23v1_arc_shp.zip,23v1,23v1
dcp_mappluto_archive,23v1.1,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/23v1.1/nyc_mappluto_23v1_1_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_23v1_1_arc_shp.zip,23v1.1,23v1.1
dcp_mappluto_archive,23v1.2,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/23v1.2/nyc_mappluto_23v1_2_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_23v1_2_arc_shp.zip,23v1.2,23v1.2
dcp_mappluto_archive,23v2,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/23v2/nyc_mappluto_23v2_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_23v2_arc_shp.zip,23v2,23v2
dcp_mappluto_archive,23v3,20260501,mappluto_shapefile_zip,../../../data_raw/dcp_mappluto_archive/23v3/nyc_mappluto_23v3_arc_shp.zip,already_present,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_23v3_arc_shp.zip,23v3,23v3
