sample,root_job_id,parent_id,date_filed,constituent_units
historical,B00644465,historical__B00644465,2021-12-17,9
historical,B00645194,historical__B00645194,2021-12-13,21
historical,B00645335,historical__B00645335,2021-12-22,24
historical,B00645411,historical__B00645411,2021-12-30,295
historical,B00645685,historical__B00645685,2021-12-14,133
historical,B00646589,historical__B00646589,2021-12-22,189
historical,B00648034,historical__B00648034,2022-01-05,322
historical,B00648659,historical__B00648659,2022-01-13,128
historical,B00648765,historical__B00648765,2021-12-17,8
historical,B00648774,historical__B00648774,2022-01-20,26
historical,B00650836,historical__B00650836,2021-12-23,6
historical,B00651570,historical__B00651570,2021-12-30,218
historical,B00652243,historical__B00652243,2021-12-22,60
historical,B00653189,historical__B00653189,2022-03-21,9
historical,B00653212,historical__B00653212,2022-01-19,139
historical,B00653276,historical__B00653276,2022-01-04,294
historical,B00653688,historical__B00653688,2022-01-03,46
historical,B00653960,historical__B00653960,2022-02-03,185
historical,B00655003,historical__B00655003,2022-02-02,174
historical,B00655818,historical__B00655818,2022-02-07,100
historical,B00656247,historical__B00656247,2022-01-27,147
historical,B00658895,historical__B00658895,2022-02-03,9
historical,B00660022,historical__B00660022,2022-01-14,22
historical,B00660471,historical__B00660471,2022-02-16,10
historical,B00661493,historical__B00661493,2022-01-20,14
historical,B00662287,historical__B00662287,2022-01-20,9
historical,B00663769,historical__B00663769,2022-03-14,10
historical,B00663906,historical__B00663906,2022-02-17,233
historical,B00664091,historical__B00664091,2022-02-16,73
historical,B00664860,historical__B00664860,2022-02-04,324
historical,B00665500,historical__B00665500,2022-01-25,270
historical,B00665570,historical__B00665570,2022-02-04,300
historical,B00666185,historical__B00666185,2022-01-25,6
historical,B00666575,historical__B00666575,2022-01-24,14
historical,B00667228,historical__B00667228,2022-01-25,10
historical,B00668047,historical__B00668047,2022-03-03,82
historical,B00668695,historical__B00668695,2022-02-02,136
historical,B00669824,historical__B00669824,2022-06-27,10
historical,B00670629,historical__B00670629,2022-01-31,54
historical,B00672250,historical__B00672250,2022-02-03,10
historical,B00672674,historical__B00672674,2022-02-14,89
historical,B00673459,historical__B00673459,2022-02-11,17
historical,B00673535,historical__B00673535,2022-02-17,23
historical,B00673634,historical__B00673634,2022-02-14,70
historical,B00673635,historical__B00673635,2022-02-18,183
historical,B00673986,historical__B00673986,2022-02-22,10
historical,B00674044,historical__B00674044,2022-02-15,38
historical,B00674061,historical__B00674061,2022-03-14,20
historical,B00674201,historical__B00674201,2022-02-04,11
historical,B00675610,historical__B00675610,2022-02-21,24
historical,B00676117,historical__B00676117,2022-02-09,26
historical,B00678425,historical__B00678425,2022-02-11,92
historical,B00680267,historical__B00678516,2022-02-28,483
historical,B00678516,historical__B00678516,2022-02-22,189
historical,B00678680,historical__B00678516,2022-02-22,150
historical,B00680247,historical__B00680247,2022-02-21,80
historical,B00680413,historical__B00680413,2022-02-28,52
historical,B00680820,historical__B00680820,2022-02-15,110
historical,B00680917,historical__B00680917,2022-03-01,1071
historical,B00681143,historical__B00681143,2022-03-04,328
historical,B00681814,historical__B00681814,2022-03-09,42
historical,B00682540,historical__B00682540,2022-02-17,7
historical,B00682883,historical__B00682883,2022-02-21,6
historical,B00683024,historical__B00683024,2022-02-18,8
historical,B00683366,historical__B00683366,2022-02-28,6
historical,B00683408,historical__B00683408,2022-06-08,34
historical,B00683623,historical__B00683623,2022-02-27,229
historical,B00683718,historical__B00683718,2022-09-23,29
historical,B00684074,historical__B00684074,2022-02-25,60
historical,B00684789,historical__B00684789,2022-03-06,240
historical,B00685211,historical__B00685211,2022-03-01,153
historical,B00685330,historical__B00685330,2022-02-24,8
historical,B00685399,historical__B00685399,2022-03-10,22
historical,B00685767,historical__B00685767,2022-03-25,6
historical,B00687734,historical__B00687734,2022-03-16,16
historical,B00687992,historical__B00687992,2022-03-01,6
historical,B00688317,historical__B00688317,2022-03-14,19
historical,B00688688,historical__B00688688,2022-03-14,46
historical,B00689616,historical__B00689616,2022-03-30,35
historical,B00689788,historical__B00689788,2022-03-10,20
historical,B00691370,historical__B00691370,2022-03-15,19
historical,B00691706,historical__B00691706,2022-03-16,13
historical,B00691884,historical__B00691884,2022-04-04,6
historical,B00692002,historical__B00692002,2022-03-09,168
historical,B00692168,historical__B00692168,2022-03-21,6
historical,B00692303,historical__B00692303,2022-03-10,183
historical,B00693081,historical__B00693081,2022-03-23,36
historical,B00693096,historical__B00693096,2022-03-08,20
historical,B00693828,historical__B00693828,2022-03-11,66
historical,B00694424,historical__B00694424,2022-03-16,18
historical,B00694902,historical__B00694902,2022-03-23,8
historical,B00695155,historical__B00695155,2022-03-18,14
historical,B00695565,historical__B00695565,2022-03-14,29
historical,B00695754,historical__B00695754,2022-03-25,38
historical,B00696392,historical__B00696389,2022-03-29,213
historical,B00696389,historical__B00696389,2022-03-29,84
historical,B00696395,historical__B00696395,2022-03-25,47
historical,B00696890,historical__B00696890,2022-03-25,41
historical,B00698051,historical__B00698051,2022-03-15,32
historical,B00704929,historical__B00698051,2022-03-24,6
historical,B00698117,historical__B00698115,2022-03-22,354
historical,B00698115,historical__B00698115,2022-03-21,296
historical,B00698118,historical__B00698115,2022-03-21,132
historical,B00722009,historical__B00698115,2022-04-21,95
historical,B00698275,historical__B00698275,2022-03-29,8
historical,B00699366,historical__B00699366,2022-04-07,8
historical,B00699404,historical__B00699404,2022-03-16,110
historical,B00700725,historical__B00700725,2022-04-07,54
historical,B00702705,historical__B00702705,2022-03-28,76
historical,B00703512,historical__B00703512,2022-03-29,34
historical,B00704728,historical__B00704728,2022-03-24,6
historical,B00706931,historical__B00706931,2022-03-28,72
historical,B00708599,historical__B00708599,2022-04-27,24
historical,B00708684,historical__B00708684,2022-04-04,31
historical,B00709512,historical__B00709512,2022-04-27,150
historical,B00709786,historical__B00709786,2022-04-06,9
historical,B00709787,historical__B00709787,2022-04-06,9
historical,B00712067,historical__B00712067,2022-04-05,12
historical,B00712457,historical__B00712457,2022-04-08,38
historical,B00712768,historical__B00712768,2022-04-07,8
historical,B00712795,historical__B00712795,2022-04-14,258
historical,B00714447,historical__B00714447,2022-04-13,20
historical,B00715375,historical__B00715375,2022-04-14,259
historical,B00715872,historical__B00715872,2022-05-16,7
historical,B00716392,historical__B00716392,2022-04-13,22
historical,B00717487,historical__B00717487,2022-04-14,29
historical,B00718171,historical__B00718171,2022-04-14,45
historical,B00718345,historical__B00718345,2022-04-14,7
historical,B00732593,historical__B00718345,2022-05-09,6
historical,B00719336,historical__B00719336,2022-04-15,19
historical,B00723172,historical__B00723172,2022-06-17,8
historical,B00725680,historical__B00725680,2022-04-27,9
historical,B00725782,historical__B00725782,2022-04-26,6
historical,B00725872,historical__B00725872,2022-05-01,22
historical,B00726583,historical__B00726583,2022-05-03,9
historical,B00727869,historical__B00727869,2022-05-04,82
historical,B00729240,historical__B00729240,2022-05-03,10
historical,B00729393,historical__B00729393,2022-05-04,34
historical,B00730176,historical__B00730176,2022-05-13,13
historical,B00730595,historical__B00730595,2022-05-18,8
historical,B00731678,historical__B00731678,2022-05-27,20
historical,B00734162,historical__B00734162,2022-05-11,30
historical,B00734382,historical__B00734382,2022-06-13,50
historical,B00735002,historical__B00735002,2022-05-25,20
historical,B00735907,historical__B00735907,2022-05-13,49
historical,B00736115,historical__B00736115,2022-05-13,55
historical,B00736239,historical__B00736239,2022-05-26,45
historical,B00736736,historical__B00736736,2022-05-13,8
historical,B00737250,historical__B00737250,2022-06-09,10
historical,B00738222,historical__B00738222,2022-05-17,6
historical,B00738723,historical__B00738723,2022-05-17,159
historical,B00739051,historical__B00739051,2022-05-17,10
historical,B00739268,historical__B00739268,2022-05-18,9
historical,B00740310,historical__B00740310,2022-05-23,74
historical,B00741148,historical__B00741148,2022-05-20,22
historical,B00742563,historical__B00742563,2022-06-15,13
historical,B00744641,historical__B00744641,2022-05-27,9
historical,B00745331,historical__B00745331,2022-05-31,25
historical,B00748120,historical__B00748120,2022-06-07,18
historical,B00751849,historical__B00751849,2022-06-08,48
historical,B00753172,historical__B00753172,2022-07-26,15
historical,B00753885,historical__B00753885,2022-06-09,25
historical,B00754062,historical__B00754062,2022-06-13,497
historical,B00754304,historical__B00754304,2022-06-14,301
historical,B00755555,historical__B00755555,2022-07-29,200
historical,B00756710,historical__B00756710,2022-06-14,8
historical,B00757866,historical__B00757866,2022-08-30,75
historical,B00762058,historical__B00762058,2022-06-23,10
historical,B00766674,historical__B00766674,2022-07-29,28
historical,B00766753,historical__B00766753,2022-07-25,7
historical,B00766828,historical__B00766828,2022-07-27,8
historical,B00774823,historical__B00774823,2022-07-20,105
historical,B00780032,historical__B00780032,2022-09-20,10
historical,B00780076,historical__B00780076,2022-09-08,17
historical,B00781122,historical__B00781122,2022-10-04,20
historical,B00781447,historical__B00781447,2022-09-28,99
historical,B00781811,historical__B00781811,2022-09-27,40
historical,B00781820,historical__B00781820,2022-10-06,7
historical,B00785354,historical__B00785354,2022-11-01,7
historical,B00789072,historical__B00789072,2022-10-12,56
historical,B00789554,historical__B00789554,2022-08-10,76
historical,B00798016,historical__B00798016,2022-10-25,10
historical,B07994914,historical__B07994914,2022-09-06,8
historical,B07995953,historical__B07995953,2022-09-15,16
historical,B07999998,historical__B07999998,2022-09-13,8
historical,B08000518,historical__B08000518,2022-10-03,19
historical,B08000627,historical__B08000627,2022-09-13,15
historical,B08003030,historical__B08003030,2022-09-23,10
historical,B08003504,historical__B08003504,2022-09-16,49
historical,B08003554,historical__B08003554,2022-09-16,10
historical,B08005181,historical__B08005181,2022-10-27,6
historical,B08005364,historical__B08005364,2022-10-27,6
historical,B08005429,historical__B08005429,2022-10-31,8
historical,B08008132,historical__B08008132,2022-10-07,19
historical,B08010793,historical__B08010793,2022-10-10,8
historical,B08011331,historical__B08011331,2022-10-06,12
historical,B00829312,historical__B08011331,2023-02-17,12
historical,B08015349,historical__B08015349,2022-10-28,202
historical,B08021996,historical__B08021996,2022-10-21,184
historical,B08022282,historical__B08022282,2022-11-01,8
historical,B08022562,historical__B08022562,2022-10-18,30
historical,B08025465,historical__B08025465,2022-11-15,8
historical,B08026584,historical__B08026584,2022-11-05,8
historical,B08031421,historical__B08031421,2022-11-18,16
historical,B08038604,historical__B08038604,2022-11-23,8
historical,B08042136,historical__B08042136,2022-11-18,14
historical,B08047782,historical__B08047782,2022-12-20,6
historical,M00479953,historical__M00479953,2021-03-26,16
historical,M00492685,historical__M00492685,2021-03-31,28
historical,M00499952,historical__M00499952,2021-07-08,190
historical,M00503537,historical__M00503537,2021-05-18,32
historical,M00522293,historical__M00522293,2021-07-28,666
historical,M00530595,historical__M00530595,2021-06-29,7
historical,M00537657,historical__M00537657,2021-06-22,222
historical,M00542354,historical__M00542354,2021-06-24,101
historical,M00547165,historical__M00547165,2021-07-16,128
historical,M00550178,historical__M00550178,2021-07-07,26
historical,M00551052,historical__M00551052,2021-07-13,28
historical,M00553059,historical__M00553059,2021-07-22,7
historical,M00556884,historical__M00556884,2021-08-20,145
historical,M00558120,historical__M00558120,2021-09-07,1313
historical,M00561118,historical__M00561118,2021-10-22,12
historical,M00574359,historical__M00574359,2021-10-01,70
historical,M00578593,historical__M00578593,2021-09-08,60
historical,M00580473,historical__M00580473,2021-08-31,158
historical,M00587493,historical__M00587493,2021-09-02,15
historical,M00599495,historical__M00599489,2021-10-21,474
historical,M00599489,historical__M00599489,2021-10-14,224
historical,M00600672,historical__M00600672,2021-10-27,188
historical,M00601955,historical__M00601955,2021-10-15,361
historical,M00611352,historical__M00611352,2021-10-22,194
historical,M00614697,historical__M00614697,2021-11-03,220
historical,M00625489,historical__M00625489,2021-11-17,453
historical,M00628716,historical__M00628716,2021-11-29,222
historical,M00628781,historical__M00628781,2021-11-11,120
historical,M00629412,historical__M00629412,2021-11-23,57
historical,M00630979,historical__M00630979,2022-01-12,138
historical,M00632762,historical__M00632762,2021-12-08,399
historical,M00637209,historical__M00637209,2022-01-13,45
historical,M00637413,historical__M00637413,2022-01-11,37
historical,M00641741,historical__M00641741,2021-12-17,490
historical,M00643592,historical__M00643592,2021-12-15,311
historical,M00645064,historical__M00645064,2021-12-17,24
historical,M00647624,historical__M00647624,2021-12-23,158
historical,M00648391,historical__M00648391,2022-01-24,146
historical,M00649645,historical__M00649645,2021-12-27,20
historical,M00651526,historical__M00651526,2022-01-04,47
historical,M00660854,historical__M00660854,2022-01-18,26
historical,M00665110,historical__M00665110,2022-01-24,50
historical,M00665956,historical__M00665956,2022-03-23,121
historical,M00666173,historical__M00666173,2022-01-26,120
historical,M00666777,historical__M00666777,2022-01-28,273
historical,M00668732,historical__M00668732,2022-02-04,8
historical,M00668800,historical__M00668732,2022-02-04,8
historical,M00671589,historical__M00671589,2022-03-21,180
historical,M00672872,historical__M00672872,2022-02-16,157
historical,M00674541,historical__M00674541,2022-02-09,58
historical,M00675715,historical__M00675715,2022-05-06,60
historical,M00683925,historical__M00683925,2022-03-04,108
historical,M00686955,historical__M00686955,2022-02-28,52
historical,M00688136,historical__M00688136,2022-03-06,209
historical,M00694696,historical__M00694696,2022-03-11,64
historical,M00694856,historical__M00694856,2022-03-28,36
historical,M00696323,historical__M00696323,2022-05-25,104
historical,M00701234,historical__M00701234,2022-04-01,8
historical,M00705695,historical__M00705695,2022-04-20,24
historical,M00718070,historical__M00718070,2022-11-08,59
historical,M00719204,historical__M00719204,2022-04-19,7
historical,M00719554,historical__M00719554,2022-04-19,18
historical,M00722025,historical__M00722025,2022-04-21,29
historical,M00723903,historical__M00723903,2022-05-09,35
historical,M00728230,historical__M00728230,2022-05-12,45
historical,M00737602,historical__M00737602,2022-06-14,6
historical,M00749928,historical__M00749928,2022-06-15,204
historical,M00771011,historical__M00771011,2022-08-01,40
historical,M00771041,historical__M00771041,2022-09-20,63
historical,M00771039,historical__M00771041,2022-09-21,58
historical,M00775662,historical__M00775662,2022-10-20,164
historical,M00785688,historical__M00785688,2022-11-02,52
historical,M00791192,historical__M00791192,2022-11-22,16
historical,M00798756,historical__M00798756,2022-09-08,62
historical,M08010721,historical__M08010721,2022-10-04,193
historical,M08011197,historical__M08011197,2022-10-27,68
historical,M08011563,historical__M08011563,2022-11-01,21
historical,M08014320,historical__M08014320,2022-10-05,8
historical,M08017592,historical__M08017592,2022-11-01,21
historical,M08022114,historical__M08022114,2022-10-31,99
historical,M08022866,historical__M08022866,2022-10-27,112
historical,M08025206,historical__M08025206,2022-12-09,10
historical,M08028413,historical__M08028413,2022-11-01,31
historical,M08028552,historical__M08028552,2022-10-31,341
historical,M08032494,historical__M08032494,2022-11-02,12
historical,Q00477815,historical__Q00477815,2021-04-27,12
historical,Q00478133,historical__Q00478133,2021-03-19,22
historical,Q00479380,historical__Q00479380,2021-04-10,71
historical,Q00479675,historical__Q00479675,2021-03-03,17
historical,Q00480833,historical__Q00480833,2021-03-08,7
historical,Q00480929,historical__Q00480833,2021-03-08,7
historical,Q00482934,historical__Q00482934,2021-10-14,51
historical,Q00484021,historical__Q00484021,2021-03-21,25
historical,Q00484597,historical__Q00484597,2021-03-15,80
historical,Q00488928,historical__Q00488928,2021-04-22,44
historical,Q00489289,historical__Q00489289,2021-04-04,15
historical,Q00490821,historical__Q00490821,2021-03-23,51
historical,Q00494799,historical__Q00494799,2021-05-10,14
historical,Q00497139,historical__Q00497139,2021-05-18,45
historical,Q00498832,historical__Q00498832,2021-04-14,51
historical,Q00499920,historical__Q00499920,2021-04-19,7
historical,Q00499931,historical__Q00499931,2021-04-12,10
historical,Q00501562,historical__Q00501562,2021-04-18,40
historical,Q00501608,historical__Q00501608,2021-06-14,7
historical,Q00501883,historical__Q00501883,2021-04-29,122
historical,Q00503708,historical__Q00503708,2021-04-19,7
historical,Q00515976,historical__Q00515976,2021-06-03,14
historical,Q00516017,historical__Q00516017,2021-05-13,9
historical,Q00523537,historical__Q00523537,2021-06-09,150
historical,Q00528155,historical__Q00528155,2021-06-04,164
historical,Q00528973,historical__Q00528973,2021-06-15,763
historical,Q00533905,historical__Q00533905,2021-12-02,56
historical,Q00536309,historical__Q00536309,2021-07-26,25
historical,Q00540608,historical__Q00540608,2021-07-23,147
historical,Q00542634,historical__Q00542634,2021-07-07,10
historical,Q00548195,historical__Q00548195,2021-07-15,240
historical,Q00554634,historical__Q00554634,2021-08-09,28
historical,Q00555969,historical__Q00555969,2021-08-11,93
historical,Q00557681,historical__Q00557681,2021-08-23,417
historical,Q00559761,historical__Q00559761,2021-07-17,7
historical,Q00564746,historical__Q00564746,2021-08-19,499
historical,Q00567413,historical__Q00567413,2021-08-17,31
historical,Q00567901,historical__Q00567901,2021-09-01,10
historical,Q00568340,historical__Q00568340,2021-08-02,7
historical,Q00568483,historical__Q00568340,2021-08-02,7
historical,Q00568550,historical__Q00568550,2021-08-24,25
historical,Q00568756,historical__Q00568756,2021-08-12,68
historical,Q00570018,historical__Q00570018,2021-11-17,6
historical,Q00576617,historical__Q00576617,2021-09-14,14
historical,Q00576717,historical__Q00576717,2021-09-14,29
historical,Q00577373,historical__Q00577373,2021-09-10,63
historical,Q00582096,historical__Q00582096,2021-09-15,19
historical,Q00582731,historical__Q00582731,2021-12-09,82
historical,Q00584570,historical__Q00584570,2021-09-03,120
historical,Q00586894,historical__Q00586894,2021-09-14,10
historical,Q00594636,historical__Q00594636,2021-09-17,26
historical,Q00595231,historical__Q00595231,2021-09-16,7
historical,Q00596656,historical__Q00596656,2021-09-24,45
historical,Q00599457,historical__Q00599457,2021-10-19,354
historical,Q00607526,historical__Q00607526,2021-12-14,170
historical,Q00608144,historical__Q00608144,2021-12-09,363
historical,Q00612960,historical__Q00612960,2021-11-16,99
historical,Q00614075,historical__Q00614075,2021-12-08,519
historical,Q00614758,historical__Q00614758,2021-10-26,36
historical,Q00617404,historical__Q00617404,2021-12-10,110
historical,Q00618542,historical__Q00618542,2021-11-03,10
historical,Q00623509,historical__Q00623509,2021-11-08,88
historical,Q00627197,historical__Q00627197,2021-12-27,78
historical,Q00627251,historical__Q00627251,2021-11-12,10
historical,Q00627252,historical__Q00627252,2021-12-23,10
historical,Q00630481,historical__Q00630481,2021-12-28,7
historical,Q00636484,historical__Q00636484,2021-12-15,55
historical,Q00638678,historical__Q00638678,2021-12-01,92
historical,Q00641359,historical__Q00641359,2022-05-27,173
historical,Q00645316,historical__Q00645316,2022-02-09,36
historical,Q00646536,historical__Q00646536,2021-12-15,50
historical,Q00646756,historical__Q00646746,2022-01-13,240
historical,Q00646746,historical__Q00646746,2022-01-13,138
historical,Q00646751,historical__Q00646746,2022-01-13,108
historical,Q00646754,historical__Q00646746,2022-01-13,90
historical,Q00649026,historical__Q00649026,2021-12-16,16
historical,Q00649207,historical__Q00649207,2022-01-13,87
historical,Q00650506,historical__Q00650506,2021-12-22,165
historical,Q00651672,historical__Q00651672,2021-12-23,42
historical,Q00652900,historical__Q00652900,2022-01-04,9
historical,Q00654121,historical__Q00654121,2022-01-20,43
historical,Q00655889,historical__Q00655889,2022-04-18,10
historical,Q00657466,historical__Q00657466,2022-01-24,6
historical,Q00657653,historical__Q00657653,2022-02-08,524
historical,Q00657656,historical__Q00657656,2022-02-08,521
historical,Q00657682,historical__Q00657682,2022-01-06,24
historical,Q00659801,historical__Q00659801,2022-02-11,53
historical,Q00660436,historical__Q00660436,2022-02-03,137
historical,Q00662886,historical__Q00662886,2022-01-21,20
historical,Q00665096,historical__Q00665096,2022-01-21,59
historical,Q00665670,historical__Q00665670,2022-02-16,68
historical,Q00674206,historical__Q00674206,2022-02-11,310
historical,Q00674762,historical__Q00674762,2022-06-23,117
historical,Q00682330,historical__Q00682330,2022-03-04,190
historical,Q00682720,historical__Q00682720,2022-03-17,52
historical,Q00683002,historical__Q00683000,2022-05-13,140
historical,Q00683000,historical__Q00683000,2022-05-13,122
historical,Q00683048,historical__Q00683048,2022-03-11,64
historical,Q00684348,historical__Q00684348,2022-04-08,7
historical,Q00687999,historical__Q00687999,2022-03-02,299
historical,Q00692280,historical__Q00692280,2022-04-25,48
historical,Q00696397,historical__Q00696397,2022-03-28,49
historical,Q00697427,historical__Q00697427,2022-03-17,16
historical,Q00697672,historical__Q00697672,2022-03-21,12
historical,Q00697858,historical__Q00697858,2022-03-18,7
historical,Q00697861,historical__Q00697858,2022-03-18,7
historical,Q00697869,historical__Q00697858,2022-03-18,7
historical,Q00697877,historical__Q00697858,2022-03-18,7
historical,Q00697881,historical__Q00697858,2022-03-18,7
historical,Q00697893,historical__Q00697858,2022-03-18,7
historical,Q00699181,historical__Q00699181,2022-03-17,12
historical,Q00701894,historical__Q00701894,2022-03-26,6
historical,Q00702546,historical__Q00702546,2022-03-28,18
historical,Q00702943,historical__Q00702943,2022-11-01,687
historical,Q00713747,historical__Q00702943,2022-11-01,583
historical,Q00703443,historical__Q00702943,2022-11-01,484
historical,Q00705947,historical__Q00705947,2022-05-09,44
historical,Q00710146,historical__Q00710146,2022-04-01,56
historical,Q00711760,historical__Q00711760,2022-04-13,60
historical,Q00713110,historical__Q00713110,2022-04-19,22
historical,Q00713167,historical__Q00713167,2022-04-08,17
historical,Q00714437,historical__Q00714437,2022-04-18,46
historical,Q00715775,historical__Q00715775,2022-04-09,6
historical,Q00716326,historical__Q00716326,2022-04-26,188
historical,Q00718151,historical__Q00718151,2022-04-14,63
historical,Q00718735,historical__Q00718735,2022-04-14,69
historical,Q00719971,historical__Q00719971,2022-05-06,14
historical,Q00720977,historical__Q00720977,2022-04-28,17
historical,Q00721236,historical__Q00721236,2022-04-21,227
historical,Q00721898,historical__Q00721898,2022-04-21,126
historical,Q00726673,historical__Q00726673,2022-05-13,7
historical,Q00727941,historical__Q00727941,2022-04-28,12
historical,Q00733231,historical__Q00733231,2022-05-24,8
historical,Q00735003,historical__Q00735003,2022-05-12,15
historical,Q00736666,historical__Q00736666,2022-05-13,6
historical,Q00738212,historical__Q00738212,2022-11-03,121
historical,Q00740418,historical__Q00740418,2022-07-11,122
historical,Q00754013,historical__Q00754013,2022-08-30,17
historical,Q00761543,historical__Q00761543,2022-09-20,83
historical,Q00769076,historical__Q00769076,2022-09-30,9
historical,Q00769923,historical__Q00769923,2022-07-12,32
historical,Q00769990,historical__Q00769990,2022-07-27,14
historical,Q00774715,historical__Q00774715,2022-08-29,14
historical,Q00774850,historical__Q00774850,2022-10-10,14
historical,Q00775081,historical__Q00775081,2022-08-08,98
historical,Q00778284,historical__Q00778284,2022-08-02,23
historical,Q00783360,historical__Q00783360,2022-09-22,100
historical,Q00785002,historical__Q00785002,2022-08-17,33
historical,Q00785605,historical__Q00785605,2022-08-08,115
historical,Q00790556,historical__Q00790556,2022-09-22,131
historical,Q00791713,historical__Q00791713,2022-10-04,57
historical,Q00793435,historical__Q00793435,2022-09-26,66
historical,Q00796876,historical__Q00796876,2022-08-22,10
historical,Q07995766,historical__Q07995766,2022-09-07,8
historical,Q07996131,historical__Q07996131,2022-09-01,19
historical,Q07996979,historical__Q07996979,2022-09-03,21
historical,Q07999360,historical__Q07999360,2022-11-02,8
historical,Q08005225,historical__Q08005225,2022-09-20,24
historical,Q08011227,historical__Q08011227,2022-10-04,10
historical,Q08012514,historical__Q08012514,2022-10-25,106
historical,Q08013426,historical__Q08013426,2022-11-02,15
historical,Q08014693,historical__Q08014693,2022-10-29,9
historical,Q08015127,historical__Q08015127,2022-10-14,36
historical,Q08016879,historical__Q08016879,2022-10-27,52
historical,Q08021308,historical__Q08021308,2022-12-06,10
historical,Q08025120,historical__Q08025120,2022-10-26,236
historical,Q08026754,historical__Q08026754,2022-10-29,135
historical,Q08028710,historical__Q08028710,2022-11-03,12
historical,Q08029005,historical__Q08029005,2022-11-02,38
historical,Q08029074,historical__Q08029074,2022-11-02,42
historical,Q08031880,historical__Q08031880,2022-11-03,82
historical,Q08032504,historical__Q08032504,2022-11-03,534
historical,Q08032719,historical__Q08032504,2022-11-03,347
historical,Q08034322,historical__Q08034322,2022-11-03,7
historical,Q08037894,historical__Q08037894,2022-11-16,27
historical,Q08051255,historical__Q08051255,2022-12-16,10
historical,S00499838,historical__S00499838,2021-04-26,27
historical,S00563710,historical__S00563710,2021-07-30,74
historical,S00661663,historical__S00661600,2022-02-01,393
historical,S00661600,historical__S00661600,2022-02-01,280
historical,S00661661,historical__S00661600,2022-02-01,126
historical,X00480196,historical__X00480196,2021-03-11,42
historical,X00481378,historical__X00481378,2021-10-15,49
historical,X00483103,historical__X00483103,2021-07-20,14
historical,X00484735,historical__X00484735,2021-03-15,8
historical,X00484728,historical__X00484735,2021-03-16,8
historical,X00486899,historical__X00486899,2021-04-09,32
historical,X00487269,historical__X00487269,2021-03-25,13
historical,X00487406,historical__X00487406,2021-08-04,35
historical,X00487532,historical__X00487532,2021-03-21,19
historical,X00489843,historical__X00489843,2021-04-24,59
historical,X00493694,historical__X00493694,2021-04-27,50
historical,X00493806,historical__X00493806,2021-04-27,56
historical,X00496544,historical__X00496544,2021-04-19,8
historical,X00496625,historical__X00496544,2021-04-19,8
historical,X00498497,historical__X00498497,2021-04-05,45
historical,X00499929,historical__X00499929,2021-04-11,43
historical,X00502411,historical__X00502411,2021-04-16,10
historical,X00506219,historical__X00506219,2021-04-27,40
historical,X00506347,historical__X00506347,2021-05-20,11
historical,X00509011,historical__X00509011,2021-04-27,17
historical,X00511138,historical__X00511138,2021-05-01,11
historical,X00511291,historical__X00511291,2021-05-01,11
historical,X00515774,historical__X00515774,2021-05-20,11
historical,X00516711,historical__X00515857,2021-05-14,94
historical,X00515857,historical__X00515857,2021-05-12,60
historical,X00516005,historical__X00516005,2021-05-25,17
historical,X00517860,historical__X00517860,2021-06-17,20
historical,X00518497,historical__X00518497,2021-05-27,44
historical,X00520505,historical__X00520505,2021-06-07,10
historical,X00520867,historical__X00520867,2021-05-14,18
historical,X00521651,historical__X00521651,2021-12-13,55
historical,X00523954,historical__X00523954,2021-06-30,8
historical,X00525964,historical__X00525964,2021-07-07,44
historical,X00526919,historical__X00526919,2021-06-02,365
historical,X00528618,historical__X00528618,2021-06-07,23
historical,X00530220,historical__X00530220,2021-07-15,38
historical,X00538598,historical__X00538598,2021-06-21,59
historical,X00541811,historical__X00541811,2021-06-30,73
historical,X00542666,historical__X00542666,2021-07-28,12
historical,X00544328,historical__X00544328,2021-06-22,59
historical,X00546393,historical__X00546393,2021-06-25,44
historical,X00546413,historical__X00546413,2021-12-02,99
historical,X00546584,historical__X00546584,2021-07-07,40
historical,X00547065,historical__X00547065,2021-07-06,12
historical,X00552335,historical__X00552335,2021-09-14,96
historical,X00553144,historical__X00553144,2021-07-14,17
historical,X00553697,historical__X00553697,2021-07-08,10
historical,X00554167,historical__X00554167,2021-07-14,11
historical,X00554868,historical__X00554868,2021-07-09,101
historical,X00558445,historical__X00558445,2021-08-19,34
historical,X00558989,historical__X00558989,2021-10-05,8
historical,X00560462,historical__X00560462,2021-07-20,14
historical,X00561795,historical__X00561795,2021-08-09,283
historical,X00673520,historical__X00561795,2022-02-28,122
historical,X00562360,historical__X00562360,2021-07-28,134
historical,X00566718,historical__X00566718,2021-10-06,12
historical,X00570619,historical__X00570619,2021-08-23,45
historical,X00572969,historical__X00572969,2022-09-21,15
historical,X00579827,historical__X00579827,2021-09-20,45
historical,X00586599,historical__X00586599,2021-09-17,62
historical,X00587608,historical__X00587608,2021-09-09,163
historical,X00588048,historical__X00588048,2021-10-15,20
historical,X00588660,historical__X00588660,2021-09-15,200
historical,X00591403,historical__X00591403,2021-09-12,10
historical,X00592786,historical__X00592786,2021-10-12,38
historical,X00594578,historical__X00594578,2021-09-15,39
historical,X00594958,historical__X00594958,2021-09-24,15
historical,X00596480,historical__X00596480,2021-09-20,32
historical,X00596890,historical__X00596890,2021-09-20,9
historical,X00597057,historical__X00596890,2021-09-20,8
historical,X00598191,historical__X00598191,2021-09-27,16
