OBJECTID,Borough,Borough_Name,Block,Lot,BBL,Lot_Action,TRANS_NUM
56791,3,Brooklyn,2472,2,3024720002,Dropped,83289
55561,3,Brooklyn,2472,21,3024720021,Affected,83289
58570,3,Brooklyn,2472,2,3024720002,New,83294
58084,3,Brooklyn,2472,21,3024720021,Affected,83294
58571,3,Brooklyn,2472,3,3024720003,New,83294
65378,3,Brooklyn,2472,21,3024720021,Affected,84181
65059,3,Brooklyn,2472,3,3024720003,Affected,84181
