"old_bbl","old_lot","old_lotarea","old_shape_area","new_bbl","new_lot","new_lotarea","new_shape_area","overlap_sqft"
3024720002,2,64068,63352.6022862,3024720002,2,9565,9625.59413529,9611.70027554128
3024720021,21,58823,56496.8584064,3024720002,2,9565,9625.59413529,13.8790653315373
3024720021,21,58823,56496.8584064,3024720003,3,7308,6833.13553802,6833.12304137647
3024720002,2,64068,63352.6022862,3024720021,21,160511,103390.866584,53740.8987160008
3024720021,21,58823,56496.8584064,3024720021,21,160511,103390.866584,49649.8513739277
