OBJECTID,Sort_Order,Change_Date,TRANS_NUM,Change_Type,Borough_Name,Borough,Block,Lot,BBL,Change_Action,Auth_for_Change,Change_Date_N,TRANS_NUM_N,Block_N,Lot_N,Link
53347,0,2019-03-01,84181,Digital Alteration Book Wizard,Brooklyn,3,2472,21,3024720021,,Correction to tax lot 21 and 3 lot face.,1551438584000.0,84181,2472,21,"<a href=""https://propertyinformationportal.nyc.gov/parcels/3/2472/21"" target=""_blank"">Go to PIP</a>"
59844,0,2019-03-01,84181,Digital Alteration Book Wizard,Brooklyn,3,2472,3,3024720003,,Correction to tax lot 21 and 3 lot face.,1551438584000.0,84181,2472,3,"<a href=""https://propertyinformationportal.nyc.gov/parcels/3/2472/3"" target=""_blank"">Go to PIP</a>"
77675,0,2019-10-03,86750,Boundary Line,Brooklyn,3,2472,2,3024720002,,paper street removal,1570119239000.0,86750,2472,2,"<a href=""https://propertyinformationportal.nyc.gov/parcels/3/2472/2"" target=""_blank"">Go to PIP</a>"
20841,0,2019-10-03,86750,Boundary Line,Brooklyn,3,2472,21,3024720021,,paper street removal,1570119239000.0,86750,2472,21,"<a href=""https://propertyinformationportal.nyc.gov/parcels/3/2472/21"" target=""_blank"">Go to PIP</a>"
27408,0,2019-10-15,87034,Boundary Line,Brooklyn,3,2472,2,3024720002,,paper street correction,1571140809000.0,87034,2472,2,"<a href=""https://propertyinformationportal.nyc.gov/parcels/3/2472/2"" target=""_blank"">Go to PIP</a>"
48724,0,2019-10-15,87034,Boundary Line,Brooklyn,3,2472,21,3024720021,,paper street correction,1571140809000.0,87034,2472,21,"<a href=""https://propertyinformationportal.nyc.gov/parcels/3/2472/21"" target=""_blank"">Go to PIP</a>"
