filename,source_url,retrieved_date,sha256,bytes,note
acris_parties_targeted_1.json,https://data.cityofnewyork.us/resource/636b-3b5g.json?%24where=document_id+in+%28%272019012100162007%27%2C%272019012100162008%27%2C%272019092700468002%27%2C%272019080800121001%27%2C%272020081300007002%27%2C%272020081300007008%27%2C%272020102600056002%27%2C%272019102900431004%27%2C%272019030400262001%27%2C%272019022800494001%27%2C%272021100100618001%27%2C%272021091800077018%27%2C%272021091800077019%27%2C%272021091800077026%27%2C%272021091800077027%27%2C%272025080800431001%27%2C%272022031800654001%27%2C%272022031800654002%27%2C%272022031800654005%27%2C%272022063001534005%27%2C%272022063001534006%27%2C%272022063001534007%27%2C%272022063001534009%27%2C%272024070200987001%27%29&%24limit=5000,2026-09-20,eb63ff922b54453748b1677d882b8a022039c045774e4af8638669fbc917fdba,13086,"Raw official NYC ACRIS open-data API response; metadata/index, not instrument image"
exterior_399_amendment_20250108.pdf,https://extapps.dec.ny.gov/data/DecDocs/C203139/Application.BCP.C203139.2025-01-08.Amendment_No1_New_Applicant.pdf,2026-09-20,c4579797452a444b610f5a335938e7407e99eec4cb19acc25897cbe625ae1e10,3057460,Original public PDF
exterior_399_decision_20210717.pdf,https://extapps.dec.ny.gov/data/DecDocs/C203139/Decision%20Document.BCP.C203139.2021-07-17.DD.pdf,2026-09-20,4220b34fd189c86d4e3392cf1fcf9d85b9bb760a01339669e55dcd810826c4e1,1474233,Original public PDF
exterior_acris_legals.json,https://data.cityofnewyork.us/resource/8h5j-fqxa.json?%24where=borough%3D%272%27+and+block%3D%272349%27+and+lot+in+%28%2738%27%2C%2746%27%2C%2747%27%2C%27100%27%29&%24limit=5000,2026-09-20,146f499a000c7a81b960be71716a40564becc12a951ad45d17aeba2e6054ac98,81142,"Raw official NYC ACRIS open-data API response; metadata/index, not instrument image"
exterior_acris_master_1.json,https://data.cityofnewyork.us/resource/bnx9-e6tj.json?%24where=document_id+in+%28%272018112800321001%27%2C%272018112800355001%27%2C%272019022800494001%27%2C%272019030400262001%27%2C%272019031500182001%27%2C%272019031500182002%27%2C%272019040200389001%27%2C%272019102900431001%27%2C%272019102900431002%27%2C%272019102900431004%27%2C%272019121000883001%27%2C%272019121000883002%27%2C%272020040100683001%27%2C%272021091800077004%27%2C%272021091800077005%27%2C%272021091800077006%27%2C%272021091800077007%27%2C%272021091800077008%27%2C%272021091800077009%27%2C%272021091800077010%27%2C%272021091800077011%27%2C%272021091800077012%27%2C%272021091800077013%27%2C%272021091800077014%27%2C%272021091800077015%27%2C%272021091800077016%27%2C%272021091800077017%27%2C%272021091800077018%27%2C%272021091800077019%27%2C%272021091800077020%27%2C%272021091800077021%27%2C%272021091800077022%27%2C%272021091800077023%27%2C%272021091800077024%27%2C%272021091800077025%27%2C%272021091800077026%27%2C%272021091800077027%27%2C%272021100100618001%27%2C%272021122200244001%27%2C%272021122200244002%27%2C%272021122200244003%27%2C%272021122200244004%27%2C%272021122200244005%27%2C%272021122200244006%27%2C%272021122200244007%27%29&%24limit=5000,2026-09-20,a89cc83465d2043adeea46a145c3beda864aae003a704be0aa364c7bd8738991,17820,"Raw official NYC ACRIS open-data API response; metadata/index, not instrument image"
exterior_acris_master_2.json,https://data.cityofnewyork.us/resource/bnx9-e6tj.json?%24where=document_id+in+%28%272022011201357001%27%2C%272022011201357002%27%2C%272022011201357003%27%2C%272022011201357004%27%2C%272022011201357005%27%2C%272022112200250001%27%2C%272022112200250002%27%2C%272025071800514001%27%2C%272025071800514002%27%2C%272025072500282001%27%2C%272025072500282002%27%2C%272025072500282003%27%2C%272025072500282004%27%2C%272025073100246001%27%2C%272025073100246002%27%2C%272025073100246004%27%2C%272025073100246005%27%2C%272025080800431001%27%2C%272025080800431002%27%2C%272025080800431003%27%2C%272025080800431004%27%29&%24limit=5000,2026-09-20,b80715b61220c5989342a65f4cba5695e016aed4265c5b050e953e0ca1bb952d,8063,"Raw official NYC ACRIS open-data API response; metadata/index, not instrument image"
exterior_bca_amendment_20250107.pdf,https://extapps.dec.ny.gov/data/DecDocs/C203129/Agreement.BCP.C203129.2025-01-07.Amendment_No1_355_Exterior_Street_Site.pdf,2026-09-20,e12cfd3dc01e86fcb6d7dbcb1d608f3d59054d67335d5f2d3e94350093d85bde,3202374,Original public PDF
exterior_decision_20210322.pdf,https://extapps.dec.ny.gov/data/DecDocs/C203129/Decision%20Document.BCP.C203129.2021-03-22.DD.pdf,2026-09-20,0922105dd3b108c024b5e03c2a9ce3428f3173569044655767d255178c3fc6a4,1406369,Original public PDF
exterior_zoning_2021100100618001.pdf,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentImageView?doc_id=2021100100618001,2026-09-20,a2ae187e0fa3e903a97f56be5cf7a49c10fd5e7b8974a999a8a26b23ee0d6bb0,344111,"Original ACRIS viewer Save All export; zoning-lot description dated 2021-09-30, recorded 2021-10-07; complete 8-page scan"
starhill_acris_legals.json,https://data.cityofnewyork.us/resource/8h5j-fqxa.json?%24where=borough%3D%272%27+and+block%3D%272865%27+and+lot+in+%28%27134%27%2C%27160%27%2C%27162%27%29&%24limit=5000,2026-09-20,fbe81626c0d546a5106e49e300194f4011ab14e4315f8af0c0813222ec915ce6,32072,"Raw official NYC ACRIS open-data API response; metadata/index, not instrument image"
starhill_acris_master_1.json,https://data.cityofnewyork.us/resource/bnx9-e6tj.json?%24where=document_id+in+%28%272019102400721001%27%2C%272020021400750001%27%2C%272020021400750002%27%2C%272022020101168001%27%2C%272022020101168002%27%2C%272022020101168003%27%2C%272022020101168004%27%2C%272022020101168005%27%2C%272022020101168006%27%2C%272022031800654001%27%2C%272022031800654002%27%2C%272022031800654003%27%2C%272022031800654004%27%2C%272022031800654005%27%2C%272022063001534001%27%2C%272022063001534002%27%2C%272022063001534003%27%2C%272022063001534004%27%2C%272022063001534005%27%2C%272022063001534006%27%2C%272022063001534007%27%2C%272022063001534008%27%2C%272022063001534009%27%2C%272022063001534010%27%2C%272022063001534011%27%2C%272022063001534012%27%2C%272022063001534013%27%2C%272022063001534014%27%2C%272022063001534015%27%2C%272022063001534016%27%2C%272022063001534017%27%2C%272022063001534018%27%2C%272022063001534019%27%2C%272022063001534020%27%2C%272022063001534021%27%2C%272022063001534022%27%2C%272022063001534023%27%2C%272024070200987001%27%2C%272024070200987002%27%2C%272024070200987003%27%2C%272024070200987004%27%2C%272024070200987005%27%2C%272024070200987006%27%2C%272024070200987007%27%2C%272024070200987008%27%29&%24limit=5000,2026-09-20,e674fd8d49e49844b2416d9bcb0d9d1ab44d7b357760b321dcf43fafcb12df87,17377,"Raw official NYC ACRIS open-data API response; metadata/index, not instrument image"
