parent_id,vintage,bbl,old_geometry_sqft,old_recorded_sqft,overlap_sqft,later_geometry_sqft,old_share,site_share,material
historical__321595145,18v2_1,3001740018,13409.088100403547,12240,8230.782135412097,12802.09230197221,0.613821169178864,0.6429247611458101,TRUE
historical__321595145,18v2_1,3001740023,1354.8002990186214,1198,1354.8001728188246,12802.09230197221,0.99999990684989,0.10582646499198514,TRUE
historical__321595145,18v2_1,3001740024,3216.488978251815,3093,3216.488137230277,12802.09230197221,0.9999997385280834,0.2512470666013527,TRUE
