series,mean_units,share_99,share_J2,share_J3plus,share_99x2
historical,151.38042550440758,0.01353677244243877,0.03092712901110488,0.00994653416949245,0
post_policy,136.5838709677417,0.11935483870967734,0.13225806451612895,0.03548387096774194,0.02903225806451613
separate_baseline,149.78315200640134,0.12617380969694228,0.04426551211096974,0.12296053320635118,0.00186470657306983
multilot_historical,164.3364892355377,0.016679412079229856,0.07401556152407686,0.015576167151598624,0
multilot_fit,162.77157200884042,0.12393748412986774,0.08071557397205673,0.11338238154792374,0.001509709579954213
