origin_range,parent_equivalents,counterfactual_units,predicted_units,unit_reduction,shrinking_parent_equivalents,exits_from_301plus
50-250,266.4213917674197,27446.524303658218,26958.56545539758,487.9588482606214,35.49554058654775,0
251-300,12.7392223530056,3457.924018423033,3457.675800384155,0.24821803887801333,0.1041277919009281,0
301+,30.839385879576056,16023.483584285112,16016.53586620276,6.947718082352802,0.5955648340505199,0.34825435264277227
