sample,parent_id,cohort_date,source_end_date,parent_total_units,n_components,sorted_component_vector,component_addresses,splitting_verification_status,right_window_observed,lot_area_sqft,residential_far,built_far,borough,multi_lot_indicator,weight
historical,historical__B00655818,2022-02-07,2023-12-29,100,1,100,733 LINCOLN PLACE,not_applicable_single_component,TRUE,32360,2,0.33,Brooklyn,0,0.0013576486991144273
historical,historical__B00656247,2022-01-27,2023-12-29,147,1,147,263 PROSPECT AVENUE,not_applicable_single_component,TRUE,2758,2,0.52,Brooklyn,0,0.0021228924893546245
historical,historical__B00663906,2022-02-17,2023-12-29,233,1,233,97 GLENMORE AVENUE,not_applicable_single_component,TRUE,2500,2.43,0,Brooklyn,0,0.0018620910800895957
historical,historical__B00664091,2022-02-16,2023-12-29,73,1,73,131 CONCORD STREET,not_applicable_single_component,TRUE,6900,6.02,1.11,Brooklyn,0,0.0013441016826298583
historical,historical__B00664860,2022-02-04,2023-12-29,324,1,324,89 DE KALB AVENUE,not_applicable_single_component,TRUE,28650,2.43,0,Brooklyn,0,0.001241119468150238
historical,historical__B00665500,2022-01-25,2023-12-29,270,1,270,265 LORIMER STREET,not_applicable_single_component,TRUE,45129,3.4400000000000004,0,Brooklyn,0,0.0010353402448847364
historical,historical__B00665570,2022-02-04,2023-12-29,300,1,300,565 SACKETT STREET,not_applicable_single_component,TRUE,38500,0,0.18,Brooklyn,0,0.0015787347110479677
historical,historical__B00668047,2022-03-03,2023-12-29,82,1,82,33 4 STREET,not_applicable_single_component,TRUE,15578,0,1,Brooklyn,0,0.0021568100704760632
historical,historical__B00668695,2022-02-02,2023-12-29,136,1,136,9 BUSHWICK AVENUE,not_applicable_single_component,TRUE,5000,0,0,Brooklyn,0,0.0021398034333348975
historical,historical__B00670629,2022-01-31,2023-12-29,54,1,54,786 LIBERTY AVENUE,not_applicable_single_component,TRUE,4000,3,0,Brooklyn,0,0.0016223321799793595
historical,historical__B00672674,2022-02-14,2023-12-29,89,1,89,1889 ATLANTIC AVENUE,not_applicable_single_component,TRUE,9280,4.2,0.04,Brooklyn,0,0.0012537856288180997
historical,historical__B00673634,2022-02-14,2023-12-29,70,1,70,237 MCGUINNESS BOULEVARD,not_applicable_single_component,TRUE,13675,4,0.06,Brooklyn,0,0.001205079354212162
historical,historical__B00673635,2022-02-18,2023-12-29,183,1,183,2886 ATLANTIC AVENUE,not_applicable_single_component,TRUE,18111,6.02,0.09,Brooklyn,0,9.364260436356554e-4
historical,historical__B00678425,2022-02-11,2023-12-29,92,1,92,556 BALTIC STREET,not_applicable_single_component,TRUE,11800,0,0.2,Brooklyn,0,0.0019295222178988469
historical,historical__B00680247,2022-02-21,2023-12-29,80,1,80,213 THIRD AVENUE,not_applicable_single_component,TRUE,7770,0,0,Brooklyn,0,0.0019885085153623343
historical,historical__B00680413,2022-02-28,2023-12-29,52,1,52,128 LIVONIA AVENUE,not_applicable_single_component,TRUE,1867,2.43,0,Brooklyn,0,0.0019547554005859592
historical,historical__B00680820,2022-02-15,2023-12-29,110,1,110,77 KOSCIUSZKO STREET,not_applicable_single_component,TRUE,47600,4,0,Brooklyn,0,9.677858131181516e-4
historical,historical__B00680917,2022-03-01,2023-12-29,1071,1,1071,175 3 STREET,not_applicable_single_component,TRUE,69080,0,0.09,Brooklyn,0,0.0014072720755889385
historical,historical__B00681143,2022-03-04,2023-12-29,328,1,328,329 CLARKSON AVENUE,not_applicable_single_component,TRUE,54756,0,0.82,Brooklyn,0,0.0016889078604756193
historical,historical__B00683623,2022-02-27,2023-12-29,229,1,229,2683 ATLANTIC AVENUE,not_applicable_single_component,TRUE,5017,6.02,1.79,Brooklyn,0,0.0016203860896862666
historical,historical__B00684074,2022-02-25,2023-12-29,60,1,60,705 FRANKLIN AVENUE,not_applicable_single_component,TRUE,10250,4,0.78,Brooklyn,0,0.0014568923151275052
historical,historical__B00684789,2022-03-06,2023-12-29,240,1,240,953 DEAN STREET,not_applicable_single_component,TRUE,2118,4,1,Brooklyn,0,0.001977680269326915
historical,historical__B00692002,2022-03-09,2023-12-29,168,1,168,240 4 AVENUE,not_applicable_single_component,TRUE,2400,0,0,Brooklyn,0,0.002417669789709313
historical,historical__B00692303,2022-03-10,2023-12-29,183,1,183,232 4 AVENUE,not_applicable_single_component,TRUE,2240,0,0,Brooklyn,0,0.0024455758596773933
historical,historical__B00693828,2022-03-11,2023-12-29,66,1,66,14 RALPH AVENUE,not_applicable_single_component,TRUE,13188,4,2.39,Brooklyn,0,0.0019183669679622962
historical,historical__B00696389,2022-03-29,2023-12-29,297,2,213+84,1832 FULTON STREET;1864 FULTON STREET,unable_to_verify,TRUE,40000,4.2,7,Brooklyn,0,0.0038725784259837975
historical,historical__B00698115,2022-03-21,2023-12-29,877,4,354+296+132+95,158 LOTT STREET;2201 BEVERLY ROAD;2363 BEDFORD AVENUE;2366 BEDFORD AVENUE,suggestive_separate_components,TRUE,177520.78999999998,2.43,0.08419295565325054,Brooklyn,1,9.316463911463281e-4
historical,historical__B00699404,2022-03-16,2023-12-29,110,1,110,2667 FULTON STREET,not_applicable_single_component,TRUE,10000,4,0,Brooklyn,0,0.001254567495562276
historical,historical__B00700725,2022-04-07,2023-12-29,54,1,54,203 SUTTER AVENUE,not_applicable_single_component,TRUE,12292,2.43,4.63,Brooklyn,0,0.003556080262175257
historical,historical__B00702705,2022-03-28,2023-12-29,76,1,76,827 STERLING PLACE,not_applicable_single_component,TRUE,17891,3,1.89,Brooklyn,0,0.0018347743775714057
historical,historical__B00706931,2022-03-28,2023-12-29,72,1,72,545 CONEY ISLAND AVENUE,not_applicable_single_component,TRUE,5910,3,0.36,Brooklyn,0,0.0016320473296992672
historical,historical__B00709512,2022-04-27,2023-12-29,150,1,150,2745 ATLANTIC AVENUE,not_applicable_single_component,TRUE,2750,6.02,1.82,Brooklyn,0,0.0018014344248979527
historical,historical__B00712795,2022-04-14,2023-12-29,258,1,258,880 ATLANTIC AVENUE,not_applicable_single_component,TRUE,18000,0,0.74,Brooklyn,0,0.0020004745627661778
historical,historical__B00715375,2022-04-14,2023-12-29,259,1,259,1042 ATLANTIC AVENUE,not_applicable_single_component,TRUE,12000,0,0.33,Brooklyn,0,0.001974036384740743
historical,historical__B00727869,2022-05-04,2023-12-29,82,1,82,224 3 AVENUE,not_applicable_single_component,TRUE,8469,0,1,Brooklyn,0,0.0023869281267971613
historical,historical__B00734382,2022-06-13,2023-12-29,50,1,50,180 PENNSYLVANIA AVENUE,not_applicable_single_component,TRUE,2500,4,0.24,Brooklyn,0,0.0016564202564985097
historical,historical__B00736115,2022-05-13,2023-12-29,55,1,55,88 SCHERMERHORN STREET,not_applicable_single_component,TRUE,3333,10,3.1700000000000004,Brooklyn,0,0.001500734407840973
historical,historical__B00738723,2022-05-17,2023-12-29,159,1,159,540 ATLANTIC AVENUE,not_applicable_single_component,TRUE,28357,4,2.71,Brooklyn,0,0.0017988589779572325
historical,historical__B00740310,2022-05-23,2023-12-29,74,1,74,2900 NOSTRAND AVENUE,not_applicable_single_component,TRUE,11000,0.5,0.46,Brooklyn,0,0.0019500009027556954
historical,historical__B00754062,2022-06-13,2023-12-29,497,1,497,6202 8 AVENUE,not_applicable_single_component,TRUE,160700,2.43,0,Brooklyn,0,9.316251531613867e-4
historical,historical__B00755555,2022-07-29,2023-12-29,200,1,200,114 SNEDIKER AVENUE,not_applicable_single_component,TRUE,30854,0,0.93,Brooklyn,0,0.0018986900039773965
historical,historical__B00757866,2022-08-30,2023-12-29,75,1,75,633 NEW YORK AVENUE,not_applicable_single_component,TRUE,28558,2.43,0.07,Brooklyn,0,0.001259022197764571
historical,historical__B00781447,2022-09-28,2023-12-29,99,1,99,370 LIVINGSTON STREET,not_applicable_single_component,TRUE,13937,10,2.46,Brooklyn,0,0.0010285367941242768
historical,historical__B00789072,2022-10-12,2023-12-29,56,1,56,119 ERASMUS STREET,not_applicable_single_component,TRUE,14865,2.43,0.4,Brooklyn,0,0.0014977124946004062
historical,historical__B00789554,2022-08-10,2023-12-29,76,1,76,428 EAST 9 STREET,not_applicable_single_component,TRUE,5000,3,0.53,Brooklyn,0,0.0017352140525395791
historical,historical__B08015349,2022-10-28,2023-12-29,202,1,202,3027 WEST 21 STREET,not_applicable_single_component,TRUE,28137,4.2,0,Brooklyn,0,0.0010343554024419058
historical,historical__B08021996,2022-10-21,2023-12-29,184,1,184,890 ERSKINE STREET,not_applicable_single_component,TRUE,1282062,0,0,Brooklyn,0,8.504820167568756e-4
historical,historical__M00499952,2021-07-08,2023-12-29,190,1,190,278 8 AVENUE,not_applicable_single_component,TRUE,19750,7.52,2,Manhattan,0,9.952058935025715e-4
historical,historical__M00522293,2021-07-28,2023-12-29,666,1,666,259 CLINTON STREET,not_applicable_single_component,TRUE,20177,10,0,Manhattan,0,5.1591508609122e-4
historical,historical__M00537657,2021-06-22,2023-12-29,222,1,222,2035 5 AVENUE,not_applicable_single_component,TRUE,16986,10,3.41,Manhattan,0,0.0010391758616738848
historical,historical__M00542354,2021-06-24,2023-12-29,101,1,101,185 EAST 109 STREET,not_applicable_single_component,TRUE,5785,7.52,2.54,Manhattan,0,0.0013577074093104047
historical,historical__M00547165,2021-07-16,2023-12-29,128,1,128,250 EAST 83 STREET,not_applicable_single_component,TRUE,10386,10,3.16,Manhattan,0,0.0010736016620185097
historical,historical__M00558120,2021-09-07,2023-12-29,1313,1,1313,265 SOUTH STREET,not_applicable_single_component,TRUE,41479,10,0,Manhattan,1,4.5763344938603456e-4
historical,historical__M00574359,2021-10-01,2023-12-29,70,1,70,300 EAST 83 STREET,not_applicable_single_component,TRUE,2100,10,4.73,Manhattan,0,0.0019081511336945937
historical,historical__M00578593,2021-09-08,2023-12-29,60,1,60,5055 BROADWAY,not_applicable_single_component,TRUE,7500,4.2,0,Manhattan,0,0.0011160658498036247
historical,historical__M00580473,2021-08-31,2023-12-29,158,1,158,509 WEST 48 STREET,not_applicable_single_component,TRUE,21924,6.02,0,Manhattan,0,7.717491319396059e-4
historical,historical__M00599489,2021-10-14,2023-12-29,698,2,474+224,405 WEST 206 STREET;407 WEST 206 STREET,suggestive_separate_components,TRUE,79933,6.395014074287215,0.4274946517708581,Manhattan,1,6.50945643868181e-4
historical,historical__M00600672,2021-10-27,2023-12-29,188,1,188,335 8 AVENUE,not_applicable_single_component,TRUE,40261,6.02,1.3915700057127245,Manhattan,0,9.174776049436041e-4
historical,historical__M00611352,2021-10-22,2023-12-29,194,1,194,300 EAST 50 STREET,not_applicable_single_component,TRUE,4640,10,2.93,Manhattan,0,0.0011732171352575043
historical,historical__M00614697,2021-11-03,2023-12-29,220,1,220,1393 YORK AVENUE,not_applicable_single_component,TRUE,12771,10,1.64,Manhattan,0,7.689470026114917e-4
historical,historical__M00625489,2021-11-17,2023-12-29,453,1,453,1647 1 AVENUE,not_applicable_single_component,TRUE,1875,10,0,Manhattan,0,7.659837176280962e-4
historical,historical__M00628716,2021-11-29,2023-12-29,222,1,222,4660 BROADWAY,not_applicable_single_component,TRUE,47175,3.44,1.59,Manhattan,0,0.0012172618116092204
historical,historical__M00628781,2021-11-11,2023-12-29,120,1,120,636 WEST 158 STREET,not_applicable_single_component,TRUE,1867,6.019999999999999,1.74,Manhattan,0,0.0016377816079739223
historical,historical__M00629412,2021-11-23,2023-12-29,57,1,57,1717 PARK AVENUE,not_applicable_single_component,TRUE,1296,10,0,Manhattan,0,8.145171663167934e-4
historical,historical__M00630979,2022-01-12,2023-12-29,138,1,138,250 WEST 49 STREET,not_applicable_single_component,TRUE,8034,10,7.17,Manhattan,0,0.0024682447178746483
historical,historical__M00632762,2021-12-08,2023-12-29,399,1,399,250 WATER STREET,not_applicable_single_component,TRUE,47880,6.02,0,Manhattan,0,6.777149834507766e-4
historical,historical__M00641741,2021-12-17,2023-12-29,490,1,490,1440 AMSTERDAM AVENUE,not_applicable_single_component,TRUE,24990,3.4400000000000004,0,Manhattan,1,9.892018199753618e-4
historical,historical__M00643592,2021-12-15,2023-12-29,311,1,311,100 WEST 37 STREET,not_applicable_single_component,TRUE,2991,10,0,Manhattan,0,7.087331990439042e-4
historical,historical__M00647624,2021-12-23,2023-12-29,158,1,158,280 EAST HOUSTON STREET,not_applicable_single_component,TRUE,33650,6.02,4.03,Manhattan,0,0.0015893934493750432
historical,historical__M00648391,2022-01-24,2023-12-29,146,1,146,1487 FIRST AVENUE,not_applicable_single_component,TRUE,2550,10,3.11,Manhattan,0,0.0013428268709161097
historical,historical__M00665110,2022-01-24,2023-12-29,50,1,50,242 EAST 71 STREET,not_applicable_single_component,TRUE,2812,10,3.98,Manhattan,0,0.001568086464477675
historical,historical__M00665956,2022-03-23,2023-12-29,121,1,121,12 EAST 37 STREET,not_applicable_single_component,TRUE,5036,10,3.28,Manhattan,0,0.0012399358107233764
historical,historical__M00666173,2022-01-26,2023-12-29,120,1,120,260 WEST 126 STREET,not_applicable_single_component,TRUE,12490,6.019999999999999,0.6,Manhattan,0,9.537709896319129e-4
historical,historical__M00666777,2022-01-28,2023-12-29,273,1,273,3880 9 AVENUE,not_applicable_single_component,TRUE,27450,6.02,0.08,Manhattan,0,7.552316344537621e-4
historical,historical__M00671589,2022-03-21,2023-12-29,180,1,180,35 WEST 125 STREET,not_applicable_single_component,TRUE,9992,10,1.71,Manhattan,0,8.121034928684734e-4
historical,historical__M00672872,2022-02-16,2023-12-29,157,1,157,255 EAST 39 STREET,not_applicable_single_component,TRUE,3320,10,1.99,Manhattan,0,0.001030761990396344
historical,historical__M00675715,2022-05-06,2023-12-29,60,1,60,429 SECOND AVENUE,not_applicable_single_component,TRUE,2394,7.519999999999999,3.02,Manhattan,0,0.001728231506650621
historical,historical__M00683925,2022-03-04,2023-12-29,108,1,108,1026 THIRD AVENUE,not_applicable_single_component,TRUE,1700,10,3.26,Manhattan,0,0.001479591100956497
historical,historical__M00686955,2022-02-28,2023-12-29,52,1,52,280 WEST 132 STREET,not_applicable_single_component,TRUE,19983,3.4400000000000004,3,Manhattan,0,0.0018537130545581582
historical,historical__M00688136,2022-03-06,2023-12-29,209,1,209,205 EAST 110 STREET,not_applicable_single_component,TRUE,5500,7.52,1,Manhattan,0,0.0010109555057412221
historical,historical__M00694696,2022-03-11,2023-12-29,64,1,64,746 EAST 5 STREET,not_applicable_single_component,TRUE,2116,4,0,Manhattan,0,0.0014066720348932132
historical,historical__M00696323,2022-05-25,2023-12-29,104,1,104,261 WEST 24 STREET,not_applicable_single_component,TRUE,8986,6.02,1.9600000000000002,Manhattan,0,0.0013169155766311943
historical,historical__M00718070,2022-11-08,2023-12-29,59,1,59,2535 FREDERICK DOUGLASS BOULEVARD,not_applicable_single_component,TRUE,9992,3.4399999999999995,0,Manhattan,0,0.0011521476131739882
historical,historical__M00749928,2022-06-15,2023-12-29,204,1,204,567 3 AVENUE,not_applicable_single_component,TRUE,2590,10,3.5900000000000003,Manhattan,0,0.0014721511073225331
historical,historical__M00771041,2022-09-20,2023-12-29,121,2,63+58,489 9 AVENUE;501 9 AVENUE,suggestive_separate_components,TRUE,3648,6.02,0,Manhattan,1,0.0010400026166831066
historical,historical__M00775662,2022-10-20,2023-12-29,164,1,164,524 FORT WASHINGTON AVENUE,not_applicable_single_component,TRUE,8890,3.44,2.79,Manhattan,0,0.0020351320863481186
historical,historical__M00785688,2022-11-02,2023-12-29,52,1,52,252 EAST 72 STREET,not_applicable_single_component,TRUE,6068,10,4.42,Manhattan,0,0.001504672486419548
historical,historical__M00798756,2022-09-08,2023-12-29,62,1,62,255 EAST 77 STREET,not_applicable_single_component,TRUE,10900,10,3.23,Manhattan,0,0.0010797943729659858
historical,historical__M08010721,2022-10-04,2023-12-29,193,1,193,1725 AMSTERDAM AVENUE,not_applicable_single_component,TRUE,41360,3,1.43,Manhattan,0,0.0012624099689422315
historical,historical__M08011197,2022-10-27,2023-12-29,68,1,68,525 AVENUE OF THE AMERICAS,not_applicable_single_component,TRUE,1240,7.52,3.76,Manhattan,0,0.002230602651343886
historical,historical__M08022114,2022-10-31,2023-12-29,99,1,99,130 LAFAYETTE STREET,not_applicable_single_component,TRUE,6295,10,2.97,Manhattan,0,0.0011239917536999345
historical,historical__M08022866,2022-10-27,2023-12-29,112,1,112,364 WEST 54 STREET,not_applicable_single_component,TRUE,85000,6.02,2.32,Manhattan,0,9.728028766940788e-4
historical,historical__M08028552,2022-10-31,2023-12-29,341,1,341,105 EAST 118 STREET,not_applicable_single_component,TRUE,2288,10,0,Manhattan,0,7.410345313445612e-4
historical,historical__Q00479380,2021-04-10,2023-12-29,71,1,71,11-58 46 ROAD,not_applicable_single_component,TRUE,10000,5,1.25,Queens,0,0.0021978295213401586
historical,historical__Q00482934,2021-10-14,2023-12-29,51,1,51,153-33 89 AVENUE,not_applicable_single_component,TRUE,5750,4,0,Queens,0,0.0020917231582866015
historical,historical__Q00484597,2021-03-15,2023-12-29,80,1,80,23-81 31 STREET,not_applicable_single_component,TRUE,13503,2.43,0,Queens,0,0.0021388949704364184
historical,historical__Q00490821,2021-03-23,2023-12-29,51,1,51,81-07 KEW GARDENS ROAD,not_applicable_single_component,TRUE,7816,3.44,0,Queens,0,0.002107564098878406
historical,historical__Q00498832,2021-04-14,2023-12-29,51,1,51,134-53 MAPLE AVENUE,not_applicable_single_component,TRUE,19168,2.43,0,Queens,0,0.0020178135628977543
historical,historical__Q00501883,2021-04-29,2023-12-29,122,1,122,45-19 DAVIS STREET,not_applicable_single_component,TRUE,7500,5,0.95,Queens,0,0.0021732822430868097
historical,historical__Q00528155,2021-06-04,2023-12-29,164,1,164,94-18 34 AVENUE,not_applicable_single_component,TRUE,46326,3,0.41,Queens,0,0.0017794780613813014
historical,historical__Q00528973,2021-06-15,2023-12-29,763,1,763,42-06 ORCHARD STREET,not_applicable_single_component,TRUE,82400,7.52,2.4460922330097086,Queens,1,0.0015045495183644126
historical,historical__Q00533905,2021-12-02,2023-12-29,56,1,56,21-04 30 DRIVE,not_applicable_single_component,TRUE,10000,4,0.18,Queens,0,0.0019766194391435308
historical,historical__Q00540608,2021-07-23,2023-12-29,147,1,147,18-26 REDFERN AVENUE,not_applicable_single_component,TRUE,10500,2.43,0.13,Queens,0,0.0022881284904510764
historical,historical__Q00548195,2021-07-15,2023-12-29,240,1,240,23-10 42 ROAD,not_applicable_single_component,TRUE,20425,7.52,0.15,Queens,0,0.0012071877214719692
historical,historical__Q00555969,2021-08-11,2023-12-29,93,1,93,25-06 42 ROAD,not_applicable_single_component,TRUE,2125,5,0,Queens,0,0.0022231259439290715
historical,historical__Q00557681,2021-08-23,2023-12-29,417,1,417,41-46 27 STREET,not_applicable_single_component,TRUE,25000,7.52,2.16,Queens,0,0.0017341986662149293
historical,historical__Q00564746,2021-08-19,2023-12-29,499,1,499,2-33 50 AVENUE,not_applicable_single_component,TRUE,76000,6.02,1.26,Queens,0,0.0014124471654838357
historical,historical__Q00568756,2021-08-12,2023-12-29,68,1,68,172-02 HILLSIDE AVENUE,not_applicable_single_component,TRUE,7220,5,0,Queens,0,0.0018138718026553804
historical,historical__Q00577373,2021-09-10,2023-12-29,63,1,63,37-42 30 STREET,not_applicable_single_component,TRUE,10600,3,0.75,Queens,0,0.0024317559551536192
historical,historical__Q00582731,2021-12-09,2023-12-29,82,1,82,27-09 44 DRIVE,not_applicable_single_component,TRUE,4700,7.52,1.94,Queens,0,0.0021929033950458853
historical,historical__Q00584570,2021-09-03,2023-12-29,120,1,120,85-01 68 ROAD,not_applicable_single_component,TRUE,26152,0.75,0.68,Queens,0,0.002611914534168953
historical,historical__Q00599457,2021-10-19,2023-12-29,354,1,354,34-35 44 STREET,not_applicable_single_component,TRUE,17423,5,0.6,Queens,0,0.0017631421078471825
historical,historical__Q00607526,2021-12-14,2023-12-29,170,1,170,98-81 QUEENS BOULEVARD,not_applicable_single_component,TRUE,6531,3.44,1,Queens,0,0.002644181439948728
historical,historical__Q00608144,2021-12-09,2023-12-29,363,1,363,26-38 JACKSON AVENUE,not_applicable_single_component,TRUE,10000,7.52,0.96,Queens,0,0.0015945980217580728
historical,historical__Q00612960,2021-11-16,2023-12-29,99,1,99,43-42 43 STREET,not_applicable_single_component,TRUE,17106,4,0.94,Queens,0,0.002099651120506966
historical,historical__Q00617404,2021-12-10,2023-12-29,110,1,110,31-06 24 ROAD,not_applicable_single_component,TRUE,8700,2.43,0.38,Queens,0,0.0024799866180223373
historical,historical__Q00623509,2021-11-08,2023-12-29,88,1,88,92-62 QUEENS BOULEVARD,not_applicable_single_component,TRUE,12290,3.44,0,Queens,0,0.0019547143734152273
historical,historical__Q00627197,2021-12-27,2023-12-29,78,1,78,63-68 AUSTIN STREET,not_applicable_single_component,TRUE,13725,0.75,0,Queens,0,0.0025431374905859816
historical,historical__Q00636484,2021-12-15,2023-12-29,55,1,55,43-12 50 STREET,not_applicable_single_component,TRUE,10450,4,1.91,Queens,0,0.00275879012107269
historical,historical__Q00638678,2021-12-01,2023-12-29,92,1,92,31-90 29 STREET,not_applicable_single_component,TRUE,10000,3,1,Queens,0,0.0025793671381189923
historical,historical__Q00641359,2022-05-27,2023-12-29,173,1,173,97-10 SUTPHIN BOULEVARD,not_applicable_single_component,TRUE,15000,5,0.44,Queens,0,0.0017515367475322429
historical,historical__Q00646536,2021-12-15,2023-12-29,50,1,50,39-26 30 STREET,not_applicable_single_component,TRUE,7500,5,0.99,Queens,0,0.0021904711080532944
historical,historical__Q00646746,2022-01-13,2023-12-29,576,4,240+138+108+90,25-02 9 STREET;4-34 26 AVENUE;4-42 26 AVENUE;8-11 26 AVENUE,suggestive_separate_components,TRUE,134853,4.516236197934047,0.22027770980252573,Queens,1,0.0012245056221128483
historical,historical__Q00649207,2022-01-13,2023-12-29,87,1,87,43-15 52 STREET,not_applicable_single_component,TRUE,2000,4,0,Queens,0,0.002493418250988665
historical,historical__Q00650506,2021-12-22,2023-12-29,165,1,165,35-10 12 STREET,not_applicable_single_component,TRUE,24523,3,0.42,Queens,0,0.00198198462523167
historical,historical__Q00657653,2022-02-08,2023-12-29,524,1,524,94-15 SUTPHIN BOULEVARD,not_applicable_single_component,TRUE,60138,10,0,Queens,0,7.554618879027646e-4
historical,historical__Q00657656,2022-02-08,2023-12-29,521,1,521,147-35 95 AVENUE,not_applicable_single_component,TRUE,60138,10,0,Queens,0,7.554618879027646e-4
historical,historical__Q00659801,2022-02-11,2023-12-29,53,1,53,83-07 QUEENS BOULEVARD,not_applicable_single_component,TRUE,13418,2.43,1,Queens,0,0.0026072374895071524
historical,historical__Q00660436,2022-02-03,2023-12-29,137,1,137,2-24 26 AVENUE,not_applicable_single_component,TRUE,2450,2.43,0,Queens,0,0.002841143285717796
historical,historical__Q00665096,2022-01-21,2023-12-29,59,1,59,87-57 150 STREET,not_applicable_single_component,TRUE,11677,4,0.06,Queens,0,0.0018813033161895368
historical,historical__Q00665670,2022-02-16,2023-12-29,68,1,68,11-27 FOAM PLACE,not_applicable_single_component,TRUE,10176,2.43,0,Queens,0,0.002241946024632064
historical,historical__Q00674206,2022-02-11,2023-12-29,310,1,310,45-11 23 STREET,not_applicable_single_component,TRUE,17820,10,0,Queens,0,9.248717032236165e-4
historical,historical__Q00674762,2022-06-23,2023-12-29,117,1,117,24-01 QUEENS PLAZA NORTH,not_applicable_single_component,TRUE,6900,7.52,0.87,Queens,0,0.0016663234582297635
historical,historical__Q00682330,2022-03-04,2023-12-29,190,1,190,29-24 40 AVENUE,not_applicable_single_component,TRUE,11760,5,1.65,Queens,0,0.0023147082268569707
historical,historical__Q00682720,2022-03-17,2023-12-29,52,1,52,95-25 WALTHAM STREET,not_applicable_single_component,TRUE,2500,7.52,0.68,Queens,0,0.0019004198265730942
historical,historical__Q00683000,2022-05-13,2023-12-29,262,2,140+122,39-08 JANET PLACE;39-18 JANET PLACE,suggestive_separate_components,TRUE,76439,2.43,0,Queens,1,0.001603071126588972
historical,historical__Q00683048,2022-03-11,2023-12-29,64,1,64,38-38 32 STREET,not_applicable_single_component,TRUE,8800,5,0,Queens,0,0.0017551337254721488
historical,historical__Q00687999,2022-03-02,2023-12-29,299,1,299,11-20 BROADWAY,not_applicable_single_component,TRUE,22760,1.25,0.65,Queens,0,0.0025217560350431233
historical,historical__Q00702943,2022-11-01,2023-12-29,1754,3,687+583+484,25-20 3 STREET;25-49 3 STREET;3-09 26 AVENUE,unable_to_verify,TRUE,139128,0,0,Queens,0,0.0018712603799546032
historical,historical__Q00710146,2022-04-01,2023-12-29,56,1,56,42-38 27 STREET,not_applicable_single_component,TRUE,4460,5,1.21,Queens,0,0.0024940381525287957
historical,historical__Q00711760,2022-04-13,2023-12-29,60,1,60,43-25 52 STREET,not_applicable_single_component,TRUE,5000,4,2,Queens,0,0.0031744662540967067
historical,historical__Q00716326,2022-04-26,2023-12-29,188,1,188,148 BEACH 116 STREET,not_applicable_single_component,TRUE,3200,4,0,Queens,0,0.002305904529031982
historical,historical__Q00718151,2022-04-14,2023-12-29,63,1,63,45-07 45 STREET,not_applicable_single_component,TRUE,13035,4,0,Queens,0,0.001825487756151653
historical,historical__Q00718735,2022-04-14,2023-12-29,69,1,69,148-15 89 AVENUE,not_applicable_single_component,TRUE,13675,4,0,Queens,0,0.0018109909948539839
historical,historical__Q00721236,2022-04-21,2023-12-29,227,1,227,89-26 162 STREET,not_applicable_single_component,TRUE,18385,5,1.68,Queens,0,0.0021616357137056
historical,historical__Q00721898,2022-04-21,2023-12-29,126,1,126,89-25 162 STREET,not_applicable_single_component,TRUE,14277,5,0.04,Queens,0,0.0016322024917580272
historical,historical__Q00738212,2022-11-03,2023-12-29,121,1,121,141-46 NORTHERN BOULEVARD,not_applicable_single_component,TRUE,56900,2.43,0.12,Queens,0,0.0017240209435844625
historical,historical__Q00740418,2022-07-11,2023-12-29,122,1,122,6014 BEACH CHANNEL DRIVE,not_applicable_single_component,TRUE,32939,2,0,Queens,0,0.0019289122266695435
historical,historical__Q00761543,2022-09-20,2023-12-29,83,1,83,4-44 BEACH 67 STREET,not_applicable_single_component,TRUE,4000,2.43,0,Queens,0,0.002618664430899916
historical,historical__Q00783360,2022-09-22,2023-12-29,100,1,100,133-09 37 AVENUE,not_applicable_single_component,TRUE,24221,2.43,1.07,Queens,0,0.0023960754826496656
historical,historical__Q00785605,2022-08-08,2023-12-29,115,1,115,11-36 45 ROAD,not_applicable_single_component,TRUE,34500,3,1.62,Queens,0,0.0023718252997389838
historical,historical__Q00791713,2022-10-04,2023-12-29,57,1,57,13-04 NAMEOKE AVENUE,not_applicable_single_component,TRUE,10450,2.43,0.5,Queens,0,0.002463049651157706
historical,historical__Q00793435,2022-09-26,2023-12-29,66,1,66,11-50 45 ROAD,not_applicable_single_component,TRUE,6675,3,0.9,Queens,0,0.0027049601334184297
historical,historical__Q08012514,2022-10-25,2023-12-29,106,1,106,32-10 111 STREET,not_applicable_single_component,TRUE,20497,3,0,Queens,0,0.0018798833507198108
historical,historical__Q08025120,2022-10-26,2023-12-29,236,1,236,21-12 30 ROAD,not_applicable_single_component,TRUE,58700,5,0.52,Queens,0,0.0014180657684365967
historical,historical__Q08026754,2022-10-29,2023-12-29,135,1,135,138-32 NORTHERN BOULEVARD,not_applicable_single_component,TRUE,43313,2.43,0.32,Queens,0,0.001876549844796411
historical,historical__Q08031880,2022-11-03,2023-12-29,82,1,82,141 BEACH 67 STREET,not_applicable_single_component,TRUE,109424,2.43,0,Queens,0,0.0015102089649565965
historical,historical__Q08032504,2022-11-03,2023-12-29,881,2,534+347,126-43 39 AVENUE;126-55 39 AVENUE,suggestive_separate_components,TRUE,135609,3.44,0,Queens,1,0.0013110883931409041
historical,historical__S00563710,2021-07-30,2023-12-29,74,1,74,5 STUYVESANT PLACE,not_applicable_single_component,TRUE,30210,2.43,0.61,Staten Island,0,0.0016710694907429173
