series,share,share_lower,share_upper,parent_equivalents,parents_lower,parents_upper,successful_replications
weighted_historical,0.09948188993411625,0.07505614396681085,0.12688507784348166,30.839385879576035,23.26740462971136,39.334374131479315,493
historical_minus_post,0.02206253509540655,-0.01103660533900213,0.05689064554008526,6.83938587957603,-3.4213476550906603,17.63610011742643,493
observed_post,0.07741935483870968,0.05161290322580645,0.10967741935483873,24,16,34.00000000000001,493
